No.,request,response
402,0,0.0931
373,0,0.0271
21,0,0.9912
53,0,0.5146
902,1,0.2278
915,0,0.4218
701,0,0.4927
635,0,0.7944
324,0,0.1828
0,1,0.9713
987,1,0.603
758,0,0.6996
131,0,0.4672
534,0,0.8919
658,0,0.3226
463,0,0.968
785,0,0.0233
718,0,0.8468
375,0,0.9445
695,1,0.7182
544,0,0.1582
136,0,0.2416
354,0,0.7571
747,0,0.4608
518,0,0.0436
156,0,0.3536
549,0,0.3694
257,0,0.821
89,0,0.0958
255,1,0.0498
465,0,0.1481
306,0,0.238
80,0,0.485
498,1,0.2198
540,0,0.8316
675,0,0.7537
325,0,0.9864
751,0,0.261
765,0,0.8006
595,0,0.2825
560,0,0.4194
640,0,0.3482
799,0,0.2121
840,1,0.1319
873,0,0.3566
314,0,0.4839
680,0,0.8254
270,0,0.8974
144,0,0.2889
830,0,0.4137
584,0,0.4445
803,0,0.7016
760,0,0.7401
713,0,0.5988
401,0,0.6668
379,1,0.9743
953,0,0.9244
220,0,0.3101
736,1,0.2562
302,0,0.8083
280,0,0.4685
683,0,0.3022
178,0,0.1271
554,0,0.1201
413,0,0.6735
235,0,0.5193
822,0,0.7093
644,0,0.5689
781,0,0.9403
49,0,0.6873
510,0,0.8684
353,0,0.251
122,0,0.2152
604,0,0.2925
495,0,0.6515
165,0,0.4841
539,0,0.1407
494,0,0.3614
770,0,0.581
812,0,0.3129
788,0,0.4604
930,1,0.7211
843,0,0.0572
224,0,0.5387
252,0,0.9419
969,0,0.0572
41,0,0.7577
864,0,0.351
22,0,0.5813
861,0,0.0296
650,0,0.9972
241,0,0.4661
475,0,0.5913
924,0,0.8166
391,0,0.2578
199,0,0.1071
614,0,0.6953
222,0,0.0208
933,0,0.1895
433,0,0.6773
702,0,0.5574
96,0,0.9675
721,0,0.3082
932,0,0.9209
850,0,0.5699
148,0,0.373
112,0,0.0542
984,0,0.1366
882,0,0.981
211,0,0.6539
656,0,0.6431
94,0,0.2423
173,0,0.3695
352,0,0.7776
748,0,0.6249
45,0,0.4463
254,0,0.9439
152,0,0.5546
388,0,0.4441
190,0,0.6096
303,0,0.8067
738,0,0.6019
176,0,0.0537
137,0,0.6046
409,0,0.4541
722,0,0.5093
462,0,0.2822
181,0,0.8428
641,0,0.212
890,0,0.4143
249,0,0.9757
548,0,0.4298
240,0,0.4713
273,0,0.4867
664,0,0.9679
226,1,0.0088
757,0,0.4824
941,0,0.0604
69,0,0.0852
81,0,0.6262
988,0,0.6043
961,0,0.1357
739,1,0.2196
985,1,0.6084
110,0,0.3603
862,0,0.9343
51,0,0.1763
502,0,0.4457
885,0,0.7425
752,0,0.6739
833,0,0.2465
870,0,0.041
719,0,0.9374
482,0,0.5597
608,0,0.691
367,0,0.7309
151,0,0.3176
617,0,0.1908
374,0,0.3666
221,0,0.436
697,0,0.0977
783,0,0.1105
508,1,0.4599
438,0,0.1573
806,0,0.4968
78,0,0.255
451,0,0.9946
618,0,0.885
73,0,0.348
834,0,0.7386
925,0,0.9063
108,0,0.3195
708,0,0.7477
926,0,0.2706
443,0,0.7388
149,0,0.104
2,0,0.4251
318,0,0.5293
665,0,0.8768
541,0,0.0573
400,0,0.955
692,0,0.6249
361,0,0.6917
384,0,0.7118
225,0,0.404
682,0,0.8329
54,0,0.1112
397,0,0.1028
356,0,0.766
572,0,0.4568
596,0,0.7403
242,0,0.3831
231,0,0.555
404,0,0.791
499,0,0.7949
57,0,0.3212
725,0,0.2041
947,0,0.932
831,0,0.0811
24,0,0.0747
340,1,0.7731
279,0,0.6226
234,0,0.677
436,0,0.9501
447,0,0.9065
897,0,0.7979
139,0,0.736
473,0,0.1921
258,0,0.3605
474,0,0.7
999,0,0.5856
308,0,0.9615
422,0,0.6752
3,0,0.1472
92,0,0.72
8,0,0.2934
416,0,0.5236
867,0,0.2933
39,0,0.3086
875,0,0.9797
351,0,0.1833
285,0,0.6359
478,0,0.0192
910,0,0.0899
248,0,0.6551
166,0,0.0503
259,0,0.9254
189,0,0.9333
557,0,0.3526
31,1,0.3617
369,0,0.6757
59,1,0.9039
396,0,0.2786
793,0,0.3165
979,0,0.3029
616,0,0.3464
746,0,0.4115
992,0,0.3741
652,0,0.0957
927,0,0.3069
227,0,0.4578
487,0,0.7986
903,0,0.0643
594,0,0.8553
275,0,0.3712
187,0,0.8829
204,0,0.2751
894,0,0.2553
251,1,0.0658
464,0,0.6564
407,0,0.7962
215,0,0.6089
357,0,0.9667
552,0,0.6872
966,0,0.6727
600,1,0.1175
685,0,0.0326
154,0,0.9737
525,0,0.7926
223,0,0.5697
841,0,0.0435
710,0,0.1807
955,0,0.2139
376,0,0.5634
789,0,0.6809
889,0,0.9566
790,0,0.5603
948,0,0.5256
370,0,0.8336
768,0,0.9687
105,0,0.5651
735,0,0.0188
796,0,0.7134
95,0,0.5057
698,0,0.4366
920,0,0.9539
442,0,0.9907
562,0,0.886
102,0,0.463
293,0,0.2482
974,0,0.6998
782,0,0.3453
363,0,0.9383
455,0,0.4271
267,0,0.7595
358,0,0.6152
865,1,0.3575
214,0,0.3896
565,1,0.4909
429,0,0.3858
346,0,0.0377
40,0,0.5847
450,0,0.2263
612,0,0.15
630,0,0.2814
359,0,0.527
800,0,0.1362
365,0,0.9412
526,0,0.2558
878,0,0.8939
794,0,0.9085
493,0,0.5099
294,0,0.6128
162,0,0.562
205,0,0.661
183,1,0.7888
377,0,0.8849
219,0,0.5795
380,0,0.8292
395,0,0.7222
519,0,0.5953
919,0,0.3633
160,0,0.3505
998,1,0.5023
795,0,0.3263
127,0,0.1496
663,0,0.7887
163,0,0.0427
343,0,0.8376
427,0,0.0467
209,0,0.3396
571,0,0.3513
620,0,0.7576
185,0,0.844
876,0,0.0793
533,0,0.3326
72,0,0.2453
198,0,0.6407
64,0,0.6926
811,0,0.9871
20,0,0.1244
869,0,0.817
383,0,0.5233
364,0,0.2548
449,0,0.0139
582,0,0.912
827,0,0.0794
868,0,0.9458
481,0,0.7347
138,0,0.5611
726,0,0.4651
659,0,0.4409
766,0,0.3621
99,0,0.3219
247,0,0.7573
453,0,0.3967
424,0,0.0307
813,0,0.9464
821,0,0.3718
921,0,0.7609
329,0,0.6813
755,0,0.6774
88,0,0.6363
547,0,0.5641
333,0,0.8585
299,0,0.1263
776,0,0.8878
893,0,0.8817
900,0,0.8022
567,0,0.0645
945,0,0.3994
103,0,0.5313
360,0,0.0262
292,0,0.8495
146,0,0.0744
797,0,0.7454
269,0,0.4474
188,0,0.3464
771,0,0.868
531,1,0.7208
46,0,0.0644
203,0,0.2464
43,0,0.6412
412,0,0.8301
437,0,0.7525
229,0,0.7009
246,0,0.4768
898,0,0.6679
603,0,0.4665
516,0,0.2096
444,0,0.5497
749,0,0.6727
538,0,0.1635
935,0,0.9728
11,0,0.1475
25,0,0.0658
312,0,0.5525
899,0,0.4876
631,0,0.6276
28,0,0.6088
852,0,0.0813
132,0,0.8331
65,0,0.5869
714,0,0.934
480,0,0.5379
250,0,0.7761
671,0,0.7041
281,0,0.3053
960,0,0.0987
82,0,0.4137
100,0,0.3938
434,0,0.5084
440,0,0.7158
676,0,0.311
570,0,0.2685
106,0,0.377
336,0,0.6981
798,0,0.286
856,0,0.5305
521,0,0.0748
744,0,0.0918
759,0,0.4046
52,0,0.7413
504,1,0.6259
980,0,0.4547
9,0,0.73
764,0,0.3769
503,0,0.7829
666,0,0.4851
490,0,0.066
55,0,0.7713
753,0,0.2103
161,0,0.0371
700,0,0.7462
50,0,0.9071
93,0,0.4512
773,0,0.1738
740,0,0.7088
297,0,0.8855
706,0,0.9455
431,0,0.4009
693,1,0.7449
79,0,0.9584
884,0,0.7168
633,0,0.204
733,0,0.882
699,0,0.5532
847,0,0.5194
597,0,0.0862
439,0,0.2349
575,0,0.0178
936,0,0.7079
411,1,0.8597
428,0,0.8035
169,0,0.6825
578,0,0.9626
543,0,0.4644
7,0,0.6336
517,0,0.1038
334,0,0.1587
355,0,0.7906
218,0,0.5102
371,0,0.3535
513,0,0.5577
845,0,0.2807
210,0,0.6725
124,1,0.4319
150,0,0.6263
104,0,0.5445
555,0,0.2149
643,1,0.0143
263,0,0.7091
844,0,0.1437
729,0,0.5753
638,0,0.6835
133,0,0.4607
327,0,0.2766
296,1,0.3937
262,0,0.6977
505,1,0.6568
561,0,0.561
522,1,0.39
606,0,0.0727
888,1,0.1691
71,0,0.3172
15,0,0.0597
426,1,0.0096
261,1,0.9877
623,1,0.7995
970,0,0.9411
846,0,0.8462
851,0,0.4856
197,0,0.8437
820,0,0.7992
892,0,0.9638
615,1,0.3526
113,1,0.7905
585,0,0.3985
170,0,0.365
824,0,0.2287
342,0,0.0787
774,1,0.1605
514,1,0.2042
741,0,0.0812
277,0,0.2823
175,0,0.0083
981,0,0.0321
842,0,0.0698
125,1,0.3573
968,0,0.0937
489,0,0.5191
182,1,0.4933
599,1,0.2664
432,0,0.1073
140,1,0.3273
983,0,0.1474
590,0,0.6882
672,0,0.302
483,1,0.7322
857,0,0.4585
457,1,0.0688
196,0,0.3086
484,1,0.1658
645,0,0.4882
335,0,0.1972
909,0,0.8083
456,0,0.6338
832,0,0.0656
101,1,0.6511
350,0,0.1048
322,0,0.1185
951,0,0.8599
607,1,0.4702
68,1,0.0371
386,0,0.0513
989,1,0.2646
743,1,0.0313
458,0,0.0406
347,0,0.9124
891,1,0.3461
496,0,0.4199
317,0,0.747
486,0,0.2892
337,0,0.1725
880,0,0.4779
268,0,0.2724
816,0,0.0608
709,0,0.3095
191,0,0.3592
705,1,0.1848
507,1,0.5044
569,0,0.9655
145,0,0.6075
916,1,0.7762
74,0,0.4957
931,0,0.9152
283,0,0.8806
385,1,0.7882
274,0,0.8026
589,1,0.9099
568,0,0.1738
77,1,0.1779
940,1,0.3194
381,1,0.3692
707,0,0.1221
341,0,0.9502
973,0,0.9247
430,0,0.1187
668,1,0.7659
272,0,0.1767
491,1,0.8604
291,0,0.5811
602,1,0.1543
694,0,0.8637
855,1,0.3072
647,1,0.6546
994,1,0.8253
637,0,0.2513
217,1,0.0156
556,1,0.4717
123,0,0.643
950,0,0.0278
801,1,0.063
678,1,0.7248
823,0,0.2158
959,0,0.7042
946,0,0.251
964,1,0.1691
993,1,0.0167
963,1,0.1716
626,0,0.5073
319,0,0.2723
184,1,0.0596
786,0,0.3875
860,0,0.8223
553,0,0.3464
716,0,0.3103
130,1,0.5449
403,0,0.3239
366,0,0.246
591,1,0.4954
791,0,0.0456
29,0,0.5533
598,0,0.974
467,1,0.8184
703,1,0.4758
307,0,0.0787
309,1,0.0818
86,0,0.4223
581,0,0.9857
300,1,0.8775
83,1,0.8368
469,0,0.4988
914,0,0.7125
435,0,0.3389
769,0,0.7107
944,1,0.5604
42,0,0.5963
63,0,0.9824
345,0,0.9314
301,0,0.0133
17,0,0.007
717,0,0.4816
256,0,0.1613
810,1,0.78
938,1,0.1523
202,0,0.8461
625,1,0.126
87,1,0.0509
286,1,0.941
532,0,0.3897
466,0,0.451
848,1,0.3232
807,1,0.7068
477,0,0.1926
266,1,0.6186
826,1,0.587
965,1,0.7425
767,1,0.4503
904,0,0.7373
651,0,0.388
815,0,0.2221
84,1,0.0539
731,1,0.0588
772,0,0.3001
853,1,0.5322
295,1,0.0406
551,0,0.2517
688,1,0.3119
558,0,0.3958
715,0,0.8062
408,0,0.7059
23,0,0.6451
179,0,0.9162
528,1,0.0213
158,1,0.8778
896,1,0.5507
298,1,0.5704
777,1,0.9462
253,0,0.9961
362,0,0.8036
711,1,0.5826
284,0,0.6201
524,1,0.7256
62,0,0.9546
629,0,0.7607
34,1,0.6423
172,1,0.6145
802,1,0.5578
967,0,0.6981
550,0,0.6131
423,1,0.8892
239,0,0.4261
982,0,0.8348
321,0,0.9637
613,0,0.2724
332,1,0.7217
601,0,0.0876
978,1,0.2172
829,1,0.7081
750,0,0.2548
957,0,0.4662
120,0,0.6779
958,1,0.7841
674,1,0.4077
194,1,0.8325
445,1,0.8743
167,0,0.8075
737,0,0.9648
529,1,0.5418
576,1,0.4629
129,0,0.752
962,0,0.5557
