No.,request,response
542,0,0.5954
680,0,0.8254
943,0,0.5923
383,1,0.5233
654,0,0.715
108,0,0.3195
115,0,0.6016
213,1,0.2389
58,0,0.3488
162,0,0.562
311,1,0.333
870,0,0.041
454,1,0.1527
139,0,0.736
520,0,0.7641
664,0,0.9679
765,0,0.8006
869,0,0.817
785,0,0.0233
666,0,0.4851
12,1,0.9542
724,1,0.4664
817,0,0.8018
453,0,0.3967
177,0,0.0075
451,0,0.9946
43,0,0.6412
463,0,0.968
757,0,0.4824
315,0,0.4717
249,0,0.9757
565,0,0.4909
723,0,0.4928
231,0,0.555
421,0,0.9188
393,1,0.9615
322,1,0.1185
621,0,0.8103
547,0,0.5641
549,1,0.3694
70,0,0.9981
228,0,0.3759
763,0,0.895
499,0,0.7949
895,1,0.3425
44,0,0.473
334,0,0.1587
364,0,0.2548
1,0,0.5217
864,0,0.351
609,1,0.9858
38,1,0.9784
452,0,0.1616
546,0,0.361
986,1,0.5055
428,1,0.8035
788,1,0.4604
19,0,0.4667
386,0,0.0513
153,0,0.8555
415,1,0.7226
281,0,0.3053
271,0,0.5039
722,0,0.5093
13,0,0.2559
512,1,0.3351
250,0,0.7761
937,1,0.9868
143,0,0.3313
39,0,0.3086
72,0,0.2453
619,0,0.4282
877,0,0.3303
391,0,0.2578
289,1,0.3404
523,0,0.3752
112,0,0.0542
88,0,0.6363
148,1,0.373
908,0,0.6529
200,0,0.5232
544,0,0.1582
414,0,0.6707
373,0,0.0271
478,0,0.0192
933,0,0.1895
243,1,0.121
913,0,0.5826
732,0,0.2177
394,0,0.5207
999,0,0.5856
954,0,0.3532
409,1,0.4541
476,0,0.0004
790,0,0.5603
318,0,0.5293
883,1,0.9678
686,1,0.9449
287,0,0.6161
5,0,0.1689
917,0,0.4373
215,0,0.6089
169,0,0.6825
63,0,0.9824
987,0,0.603
721,0,0.3082
632,0,0.4853
256,0,0.1613
819,1,0.4901
835,0,0.8165
374,1,0.3666
932,0,0.9209
201,0,0.1187
646,0,0.2641
503,0,0.7829
570,0,0.2685
91,0,0.0858
543,0,0.4644
21,0,0.9912
665,0,0.8768
67,0,0.4744
323,0,0.8995
227,0,0.4578
641,0,0.212
343,0,0.8376
808,0,0.6324
727,0,0.2613
919,0,0.3633
216,1,0.2547
530,1,0.9792
17,0,0.007
51,0,0.1763
137,0,0.6046
14,0,0.7142
372,0,0.6798
97,1,0.2085
536,0,0.2043
292,0,0.8495
541,0,0.0573
69,0,0.0852
584,0,0.4445
604,0,0.2925
500,1,0.1616
382,0,0.4692
838,0,0.8281
195,0,0.447
27,0,0.4419
560,0,0.4194
966,0,0.6727
552,0,0.6872
314,0,0.4839
222,0,0.0208
725,0,0.2041
773,0,0.1738
975,0,0.2077
554,0,0.1201
405,1,0.5302
156,0,0.3536
236,0,0.0347
385,0,0.7882
591,0,0.4954
497,0,0.8112
557,0,0.3526
952,0,0.0874
214,1,0.3896
907,0,0.182
146,0,0.0744
122,0,0.2152
533,0,0.3326
185,0,0.844
927,0,0.3069
508,0,0.4599
155,0,0.6382
472,0,0.0499
644,0,0.5689
81,0,0.6262
611,0,0.7751
833,0,0.2465
114,0,0.0579
295,0,0.0406
928,0,0.0524
865,0,0.3575
762,0,0.7071
18,0,0.5703
698,0,0.4366
149,0,0.104
211,0,0.6539
253,0,0.9961
388,0,0.4441
758,0,0.6996
559,1,0.5687
831,0,0.0811
814,0,0.5057
805,0,0.4235
945,0,0.3994
456,0,0.6338
443,0,0.7388
82,0,0.4137
331,0,0.3983
96,0,0.9675
105,0,0.5651
136,0,0.2416
527,1,0.1966
706,0,0.9455
57,0,0.3212
244,0,0.6432
532,0,0.3897
233,0,0.2988
258,0,0.3605
30,0,0.9649
219,1,0.5795
640,0,0.3482
832,0,0.0656
312,0,0.5525
633,0,0.204
510,1,0.8684
673,0,0.8569
160,0,0.3505
495,0,0.6515
749,0,0.6727
24,0,0.0747
592,0,0.1998
190,0,0.6096
469,0,0.4988
684,0,0.7538
302,0,0.8083
347,0,0.9124
956,0,0.2604
777,0,0.9462
460,0,0.1404
237,0,0.427
76,0,0.2298
85,0,0.9809
183,1,0.7888
457,0,0.0688
337,0,0.1725
339,0,0.0685
60,0,0.0745
884,0,0.7168
583,0,0.8339
324,0,0.1828
746,0,0.4115
800,0,0.1362
298,0,0.5704
925,0,0.9063
447,0,0.9065
862,0,0.9343
475,0,0.5913
225,0,0.404
208,0,0.2646
336,0,0.6981
859,0,0.3447
556,0,0.4717
203,0,0.2464
988,0,0.6043
410,0,0.1729
448,0,0.916
355,0,0.7906
804,0,0.3005
899,0,0.4876
450,1,0.2263
656,0,0.6431
392,0,0.4712
55,0,0.7713
399,0,0.6298
80,0,0.485
655,0,0.6275
905,0,0.7616
920,0,0.9539
682,0,0.8329
669,1,0.3178
359,0,0.527
738,0,0.6019
867,0,0.2933
176,0,0.0537
874,0,0.3826
173,0,0.3695
29,0,0.5533
178,0,0.1271
811,0,0.9871
221,0,0.436
840,0,0.1319
395,0,0.7222
691,0,0.7782
54,0,0.1112
361,0,0.6917
430,0,0.1187
458,0,0.0406
100,1,0.3938
354,0,0.7571
132,0,0.8331
976,0,0.0909
270,0,0.8974
119,0,0.8307
242,0,0.3831
720,0,0.9228
660,0,0.6974
286,0,0.941
614,0,0.6953
726,0,0.4651
482,0,0.5597
259,0,0.9254
56,0,0.2891
894,0,0.2553
659,0,0.4409
852,0,0.0813
151,0,0.3176
186,0,0.8065
535,0,0.5698
579,0,0.926
871,0,0.5097
127,0,0.1496
947,0,0.932
305,0,0.7969
796,1,0.7134
924,0,0.8166
855,0,0.3072
922,0,0.8714
600,0,0.1175
676,0,0.311
313,0,0.2375
858,0,0.7711
511,0,0.0414
417,0,0.0582
764,0,0.3769
226,0,0.0088
465,0,0.1481
110,0,0.3603
718,0,0.8468
693,0,0.7449
653,0,0.4954
209,0,0.3396
896,0,0.5507
275,0,0.3712
449,0,0.0139
657,0,0.4695
248,0,0.6551
971,0,0.4098
232,0,0.0569
631,0,0.6276
868,0,0.9458
575,0,0.0178
496,0,0.4199
308,0,0.9615
689,0,0.0522
571,0,0.3513
747,0,0.4608
598,0,0.974
934,0,0.9775
595,0,0.2825
333,0,0.8585
677,0,0.3557
983,0,0.1474
474,0,0.7
492,1,0.7414
161,1,0.0371
429,0,0.3858
912,0,0.723
431,0,0.4009
626,0,0.5073
770,0,0.581
267,0,0.7595
863,1,0.5033
949,0,0.6092
49,0,0.6873
594,0,0.8553
719,0,0.9374
739,0,0.2196
317,0,0.747
935,0,0.9728
969,0,0.0572
593,1,0.8985
672,0,0.302
980,0,0.4547
165,0,0.4841
857,0,0.4585
681,0,0.8682
278,0,0.3714
413,0,0.6735
299,0,0.1263
442,0,0.9907
587,0,0.3653
316,0,0.8497
53,0,0.5146
873,0,0.3566
187,0,0.8829
735,0,0.0188
516,1,0.2096
645,0,0.4882
269,0,0.4474
3,0,0.1472
251,0,0.0658
224,0,0.5387
985,0,0.6084
700,0,0.7462
171,1,0.9151
484,0,0.1658
590,0,0.6882
910,0,0.0899
404,0,0.791
494,0,0.3614
446,0,0.1363
101,0,0.6511
349,0,0.1533
588,0,0.7556
280,0,0.4685
539,0,0.1407
11,0,0.1475
144,0,0.2889
20,0,0.1244
52,0,0.7413
338,0,0.8738
402,0,0.0931
566,0,0.1267
964,0,0.1691
470,0,0.8919
670,1,0.9588
812,0,0.3129
234,0,0.677
620,0,0.7576
103,0,0.5313
33,0,0.3622
701,0,0.4927
551,0,0.2517
329,0,0.6813
433,0,0.6773
979,0,0.3029
368,0,0.3491
683,0,0.3022
444,0,0.5497
939,0,0.8492
628,0,0.0038
260,0,0.5695
32,0,0.782
960,0,0.0987
464,0,0.6564
166,0,0.0503
92,0,0.72
416,0,0.5236
639,0,0.6419
121,0,0.1429
572,0,0.4568
994,0,0.8253
890,0,0.4143
872,0,0.1653
630,0,0.2814
771,0,0.868
193,0,0.7946
436,0,0.9501
84,0,0.0539
915,0,0.4218
360,0,0.0262
751,0,0.261
787,1,0.5096
710,0,0.1807
573,0,0.3284
199,0,0.1071
246,0,0.4768
375,0,0.9445
303,0,0.8067
854,0,0.0731
356,0,0.766
325,0,0.9864
995,0,0.3831
839,0,0.6544
10,0,0.2607
68,0,0.0371
955,0,0.2139
959,0,0.7042
562,0,0.886
783,0,0.1105
713,0,0.5988
79,0,0.9584
649,0,0.6318
396,0,0.2786
515,0,0.6947
229,0,0.7009
501,0,0.9698
352,0,0.7776
901,0,0.623
695,0,0.7182
41,0,0.7577
918,0,0.1319
485,0,0.5398
753,0,0.2103
692,0,0.6249
45,0,0.4463
926,0,0.2706
273,0,0.4867
675,0,0.7537
953,0,0.9244
885,0,0.7425
206,0,0.7136
424,0,0.0307
916,0,0.7762
794,0,0.9085
827,0,0.0794
290,0,0.3334
31,0,0.3617
192,0,0.9362
642,0,0.3758
801,0,0.063
697,0,0.0977
59,0,0.9039
711,0,0.5826
157,0,0.8625
715,0,0.8062
401,0,0.6668
351,0,0.1833
378,0,0.5466
306,0,0.238
6,0,0.6079
668,0,0.7659
365,0,0.9412
279,0,0.6226
930,0,0.7211
702,0,0.5574
993,0,0.0167
293,0,0.2482
989,0,0.2646
936,0,0.7079
147,0,0.4765
427,0,0.0467
921,0,0.7609
973,1,0.9247
461,0,0.9075
678,0,0.7248
459,0,0.1099
370,0,0.8336
524,0,0.7256
622,0,0.9831
769,0,0.7107
946,0,0.251
717,0,0.4816
821,0,0.3718
778,0,0.2094
534,0,0.8919
50,0,0.9071
760,0,0.7401
471,0,0.1096
616,0,0.3464
637,1,0.2513
651,0,0.388
965,0,0.7425
357,1,0.9667
266,0,0.6186
944,0,0.5604
189,0,0.9333
795,0,0.3263
400,0,0.955
220,0,0.3101
887,0,0.6048
481,0,0.7347
577,0,0.1207
548,0,0.4298
635,0,0.7944
163,0,0.0427
904,0,0.7373
272,1,0.1767
597,0,0.0862
504,0,0.6259
853,1,0.5322
179,1,0.9162
736,1,0.2562
767,0,0.4503
526,0,0.2558
204,1,0.2751
703,1,0.4758
235,1,0.5193
87,1,0.0509
997,0,0.9451
540,0,0.8316
164,0,0.6506
264,0,0.1141
836,0,0.4617
180,0,0.9664
759,0,0.4046
603,0,0.4665
389,0,0.9127
406,0,0.7053
889,0,0.9566
537,0,0.5832
371,0,0.3535
22,1,0.5813
513,0,0.5577
845,0,0.2807
744,0,0.0918
102,0,0.463
210,1,0.6725
124,0,0.4319
78,0,0.255
567,0,0.0645
150,0,0.6263
240,1,0.4713
104,0,0.5445
555,0,0.2149
643,0,0.0143
263,0,0.7091
844,1,0.1437
729,1,0.5753
638,0,0.6835
133,1,0.4607
154,1,0.9737
830,0,0.4137
2,0,0.4251
538,0,0.1635
254,1,0.9439
327,1,0.2766
878,0,0.8939
296,0,0.3937
262,1,0.6977
284,0,0.6201
505,0,0.6568
561,1,0.561
522,0,0.39
7,0,0.6336
606,0,0.0727
755,1,0.6774
992,1,0.3741
888,0,0.1691
94,1,0.2423
799,0,0.2121
71,0,0.3172
15,0,0.0597
426,1,0.0096
261,1,0.9877
875,0,0.9797
487,0,0.7986
629,1,0.7607
733,1,0.882
967,1,0.6981
623,1,0.7995
970,1,0.9411
607,0,0.4702
247,1,0.7573
367,0,0.7309
802,1,0.5578
181,0,0.8428
377,1,0.8849
957,0,0.4662
341,0,0.9502
748,0,0.6249
846,0,0.8462
440,0,0.7158
120,1,0.6779
851,0,0.4856
340,0,0.7731
197,0,0.8437
145,0,0.6075
789,1,0.6809
569,0,0.9655
856,0,0.5305
65,0,0.5869
167,1,0.8075
737,1,0.9648
958,1,0.7841
820,1,0.7992
634,0,0.4303
892,1,0.9638
834,1,0.7386
362,0,0.8036
909,0,0.8083
369,0,0.6757
940,1,0.3194
529,0,0.5418
962,1,0.5557
589,0,0.9099
172,1,0.6145
488,1,0.2332
615,0,0.3526
674,1,0.4077
113,1,0.7905
423,0,0.8892
198,0,0.6407
847,0,0.5194
194,0,0.8325
585,0,0.3985
170,0,0.365
486,0,0.2892
843,0,0.0572
381,1,0.3692
824,0,0.2287
445,0,0.8743
342,0,0.0787
576,0,0.4629
46,1,0.0644
34,1,0.6423
774,1,0.1605
514,0,0.2042
321,0,0.9637
880,1,0.4779
741,1,0.0812
277,1,0.2823
363,0,0.9383
175,0,0.0083
981,1,0.0321
842,0,0.0698
125,0,0.3573
968,0,0.0937
489,0,0.5191
255,1,0.0498
182,0,0.4933
891,1,0.3461
599,1,0.2664
613,0,0.2724
707,0,0.1221
705,0,0.1848
274,0,0.8026
432,0,0.1073
140,0,0.3273
709,0,0.3095
815,1,0.2221
807,0,0.7068
791,1,0.0456
62,0,0.9546
663,0,0.7887
898,0,0.6679
694,1,0.8637
28,0,0.6088
412,0,0.8301
914,0,0.7125
772,0,0.3001
810,0,0.78
528,0,0.0213
319,1,0.2723
517,0,0.1038
612,1,0.15
823,1,0.2158
531,0,0.7208
558,1,0.3958
83,1,0.8368
841,1,0.0435
106,0,0.377
291,0,0.5811
438,1,0.1573
582,0,0.912
86,0,0.4223
123,1,0.643
716,1,0.3103
519,1,0.5953
602,0,0.1543
480,1,0.5379
376,0,0.5634
491,0,0.8604
218,1,0.5102
806,0,0.4968
860,1,0.8223
202,1,0.8461
403,0,0.3239
803,1,0.7016
118,0,0.3403
366,0,0.246
786,0,0.3875
130,0,0.5449
625,0,0.126
581,1,0.9857
861,0,0.0296
647,0,0.6546
477,1,0.1926
307,0,0.0787
411,0,0.8597
652,1,0.0957
300,1,0.8775
158,1,0.8778
435,1,0.3389
64,1,0.6926
184,0,0.0596
688,1,0.3119
23,0,0.6451
931,0,0.9152
74,1,0.4957
553,0,0.3464
346,0,0.0377
8,1,0.2934
826,0,0.587
309,1,0.0818
848,1,0.3232
301,0,0.0133
462,0,0.2822
731,1,0.0588
466,0,0.451
685,0,0.0326
422,0,0.6752
951,1,0.8599
601,0,0.0876
978,0,0.2172
829,1,0.7081
708,1,0.7477
550,0,0.6131
507,1,0.5044
332,1,0.7217
650,0,0.9972
239,0,0.4261
129,0,0.752
816,1,0.0608
188,0,0.3464
699,0,0.5532
268,0,0.2724
950,0,0.0278
77,1,0.1779
191,0,0.3592
982,0,0.8348
728,1,0.4243
750,0,0.2548
518,0,0.0436
568,0,0.1738
