No.,request,response
470,0,0.8919
670,1,0.9588
33,0,0.3622
329,0,0.6813
368,0,0.3491
444,0,0.5497
939,0,0.8492
628,0,0.0038
260,0,0.5695
32,1,0.782
960,0,0.0987
464,0,0.6564
639,0,0.6419
121,0,0.1429
872,0,0.1653
771,0,0.868
193,0,0.7946
787,0,0.5096
573,0,0.3284
854,0,0.0731
995,0,0.3831
839,0,0.6544
10,0,0.2607
79,0,0.9584
649,0,0.6318
515,0,0.6947
501,1,0.9698
901,0,0.623
918,0,0.1319
485,1,0.5398
753,0,0.2103
206,0,0.7136
290,0,0.3334
192,0,0.9362
642,0,0.3758
801,0,0.063
157,0,0.8625
6,0,0.6079
936,0,0.7079
147,0,0.4765
921,0,0.7609
461,0,0.9075
459,1,0.1099
370,0,0.8336
524,0,0.7256
622,0,0.9831
778,0,0.2094
471,0,0.1096
887,0,0.6048
481,0,0.7347
577,1,0.1207
164,0,0.6506
836,0,0.4617
180,0,0.9664
389,0,0.9127
406,0,0.7053
889,0,0.9566
537,1,0.5832
669,0,0.3178
527,0,0.1966
214,0,0.3896
246,0,0.4768
492,1,0.7414
949,0,0.6092
759,0,0.4046
378,0,0.5466
761,0,0.4889
634,0,0.4303
1,0,0.5217
155,0,0.6382
232,1,0.0569
520,0,0.7641
331,0,0.3983
825,0,0.4921
689,0,0.0522
566,0,0.1267
35,0,0.8455
229,0,0.7009
14,0,0.7142
264,0,0.1141
43,0,0.6412
118,0,0.3403
789,0,0.6809
849,0,0.6628
693,0,0.7449
997,0,0.9451
27,0,0.4419
493,0,0.5099
593,0,0.8985
395,0,0.7222
681,0,0.8682
455,0,0.4271
488,1,0.2332
795,0,0.3263
959,0,0.7042
18,0,0.5703
305,1,0.7969
418,0,0.3016
745,0,0.7129
866,0,0.4313
390,0,0.9414
808,0,0.6324
728,0,0.4243
565,0,0.4909
679,0,0.1975
115,0,0.6016
859,0,0.3447
85,0,0.9809
800,0,0.1362
326,0,0.7555
243,1,0.121
402,0,0.0931
373,0,0.0271
21,0,0.9912
269,0,0.4474
53,0,0.5146
902,1,0.2278
915,0,0.4218
701,0,0.4927
635,0,0.7944
449,0,0.0139
324,0,0.1828
0,0,0.9713
612,0,0.15
987,1,0.603
160,0,0.3505
55,0,0.7713
758,0,0.6996
131,0,0.4672
531,0,0.7208
52,0,0.7413
534,0,0.8919
571,0,0.3513
658,0,0.3226
463,0,0.968
50,0,0.9071
785,0,0.0233
516,0,0.2096
718,0,0.8468
375,0,0.9445
695,1,0.7182
544,1,0.1582
136,1,0.2416
377,0,0.8849
354,0,0.7571
747,0,0.4608
9,0,0.73
927,0,0.3069
666,0,0.4851
518,0,0.0436
156,0,0.3536
549,0,0.3694
257,0,0.821
89,1,0.0958
255,0,0.0498
458,0,0.0406
465,0,0.1481
306,0,0.238
80,0,0.485
498,0,0.2198
154,0,0.9737
525,0,0.7926
430,0,0.1187
540,0,0.8316
439,0,0.2349
429,0,0.3858
841,0,0.0435
675,0,0.7537
325,0,0.9864
751,0,0.261
765,0,0.8006
595,0,0.2825
560,0,0.4194
640,0,0.3482
127,0,0.1496
799,0,0.2121
100,0,0.3938
840,0,0.1319
873,0,0.3566
314,0,0.4839
966,0,0.6727
974,1,0.6998
570,0,0.2685
852,0,0.0813
333,0,0.8585
680,0,0.8254
383,0,0.5233
270,0,0.8974
144,0,0.2889
386,0,0.0513
360,0,0.0262
811,0,0.9871
185,0,0.844
794,0,0.9085
95,0,0.5057
830,0,0.4137
434,0,0.5084
584,0,0.4445
337,1,0.1725
868,0,0.9458
72,0,0.2453
803,0,0.7016
992,1,0.3741
547,0,0.5641
760,0,0.7401
713,0,0.5988
401,0,0.6668
379,0,0.9743
945,0,0.3994
953,0,0.9244
620,0,0.7576
630,0,0.2814
220,0,0.3101
736,0,0.2562
302,0,0.8083
796,0,0.7134
280,1,0.4685
521,0,0.0748
552,0,0.6872
82,0,0.4137
683,0,0.3022
178,0,0.1271
554,0,0.1201
413,0,0.6735
235,0,0.5193
822,0,0.7093
652,0,0.0957
644,0,0.5689
781,0,0.9403
49,0,0.6873
510,0,0.8684
353,0,0.251
122,0,0.2152
40,0,0.5847
604,0,0.2925
717,0,0.4816
495,0,0.6515
955,0,0.2139
893,0,0.8817
165,0,0.4841
715,0,0.8062
539,0,0.1407
494,0,0.3614
740,0,0.7088
685,0,0.0326
770,0,0.581
103,0,0.5313
812,0,0.3129
788,0,0.4604
930,0,0.7211
292,0,0.8495
847,0,0.5194
726,0,0.4651
843,0,0.0572
224,0,0.5387
11,1,0.1475
252,0,0.9419
969,0,0.0572
41,0,0.7577
357,0,0.9667
864,0,0.351
22,1,0.5813
380,0,0.8292
861,0,0.0296
650,0,0.9972
526,0,0.2558
241,0,0.4661
475,0,0.5913
924,0,0.8166
188,0,0.3464
391,0,0.2578
199,0,0.1071
428,0,0.8035
28,0,0.6088
614,0,0.6953
222,0,0.0208
933,0,0.1895
345,0,0.9314
433,0,0.6773
702,0,0.5574
96,0,0.9675
721,0,0.3082
932,0,0.9209
850,0,0.5699
899,0,0.4876
148,0,0.373
919,0,0.3633
112,0,0.0542
132,0,0.8331
984,0,0.1366
567,0,0.0645
882,0,0.981
600,0,0.1175
211,0,0.6539
898,0,0.6679
633,0,0.204
656,0,0.6431
94,0,0.2423
173,0,0.3695
84,0,0.0539
352,0,0.7776
748,0,0.6249
45,0,0.4463
254,0,0.9439
152,0,0.5546
388,0,0.4441
190,0,0.6096
303,0,0.8067
738,0,0.6019
176,0,0.0537
137,0,0.6046
487,0,0.7986
706,0,0.9455
409,0,0.4541
722,0,0.5093
462,0,0.2822
181,0,0.8428
641,0,0.212
603,0,0.4665
890,0,0.4143
198,0,0.6407
294,0,0.6128
249,0,0.9757
548,0,0.4298
663,0,0.7887
376,0,0.5634
240,0,0.4713
273,0,0.4867
664,0,0.9679
424,0,0.0307
226,1,0.0088
757,0,0.4824
941,0,0.0604
948,0,0.5256
69,0,0.0852
533,0,0.3326
81,0,0.6262
988,0,0.6043
961,0,0.1357
671,0,0.7041
739,1,0.2196
985,1,0.6084
110,0,0.3603
862,0,0.9343
51,0,0.1763
312,0,0.5525
163,0,0.0427
755,0,0.6774
502,0,0.4457
209,0,0.3396
776,0,0.8878
885,0,0.7425
752,0,0.6739
833,0,0.2465
900,0,0.8022
870,0,0.041
719,0,0.9374
161,0,0.0371
798,0,0.286
482,0,0.5597
608,0,0.691
358,0,0.6152
138,0,0.5611
367,0,0.7309
151,0,0.3176
250,0,0.7761
442,0,0.9907
205,0,0.661
617,0,0.1908
374,0,0.3666
221,0,0.436
821,0,0.3718
700,0,0.7462
697,0,0.0977
783,0,0.1105
508,0,0.4599
438,0,0.1573
806,0,0.4968
733,0,0.882
578,0,0.9626
78,0,0.255
451,0,0.9946
618,0,0.885
73,0,0.348
834,0,0.7386
105,0,0.5651
925,0,0.9063
108,0,0.3195
275,0,0.3712
708,0,0.7477
343,0,0.8376
676,0,0.311
926,0,0.2706
443,0,0.7388
149,0,0.104
365,0,0.9412
2,0,0.4251
318,0,0.5293
665,0,0.8768
827,0,0.0794
541,0,0.0573
400,0,0.955
575,0,0.0178
692,0,0.6249
361,0,0.6917
384,0,0.7118
46,0,0.0644
225,0,0.404
682,0,0.8329
54,0,0.1112
397,0,0.1028
203,0,0.2464
356,0,0.766
572,0,0.4568
267,0,0.7595
782,0,0.3453
183,0,0.7888
596,0,0.7403
242,0,0.3831
231,0,0.555
404,0,0.791
869,0,0.817
773,0,0.1738
499,0,0.7949
832,0,0.0656
57,0,0.3212
725,0,0.2041
947,0,0.932
831,0,0.0811
24,0,0.0747
340,0,0.7731
279,0,0.6226
234,0,0.677
876,0,0.0793
334,0,0.1587
562,0,0.886
204,0,0.2751
543,0,0.4644
65,0,0.5869
215,0,0.6089
865,0,0.3575
749,0,0.6727
436,0,0.9501
447,0,0.9065
427,0,0.0467
897,0,0.7979
17,1,0.007
139,0,0.736
473,0,0.1921
258,0,0.3605
474,0,0.7
999,0,0.5856
480,0,0.5379
764,0,0.3769
308,0,0.9615
422,0,0.6752
3,0,0.1472
92,0,0.72
8,0,0.2934
935,0,0.9728
450,0,0.2263
416,0,0.5236
64,0,0.6926
253,0,0.9961
437,0,0.7525
301,0,0.0133
867,0,0.2933
39,0,0.3086
187,0,0.8829
875,0,0.9797
964,0,0.1691
351,0,0.1833
894,0,0.2553
285,0,0.6359
478,0,0.0192
910,0,0.0899
248,0,0.6551
166,0,0.0503
219,0,0.5795
259,0,0.9254
998,0,0.5023
189,0,0.9333
884,0,0.7168
300,0,0.8775
637,1,0.2513
517,0,0.1038
557,0,0.3526
31,0,0.3617
7,0,0.6336
369,0,0.6757
950,0,0.0278
602,0,0.1543
83,1,0.8368
768,0,0.9687
946,0,0.251
59,0,0.9039
25,0,0.0658
396,0,0.2786
793,0,0.3165
710,0,0.1807
979,0,0.3029
616,0,0.3464
647,0,0.6546
823,0,0.2158
980,0,0.4547
477,0,0.1926
412,0,0.8301
23,0,0.6451
272,0,0.1767
363,1,0.9383
74,0,0.4957
355,0,0.7906
371,1,0.3535
513,1,0.5577
845,0,0.2807
744,0,0.0918
102,1,0.463
210,1,0.6725
124,1,0.4319
150,0,0.6263
104,1,0.5445
555,1,0.2149
643,1,0.0143
263,0,0.7091
844,0,0.1437
729,0,0.5753
638,0,0.6835
133,0,0.4607
538,0,0.1635
327,0,0.2766
878,0,0.8939
296,0,0.3937
262,0,0.6977
284,0,0.6201
505,1,0.6568
561,1,0.561
522,0,0.39
606,0,0.0727
888,1,0.1691
71,1,0.3172
15,0,0.0597
426,1,0.0096
261,1,0.9877
629,0,0.7607
967,0,0.6981
623,0,0.7995
970,0,0.9411
607,0,0.4702
247,0,0.7573
802,0,0.5578
957,1,0.4662
341,0,0.9502
846,1,0.8462
440,0,0.7158
120,0,0.6779
851,0,0.4856
197,0,0.8437
145,1,0.6075
569,0,0.9655
856,0,0.5305
167,0,0.8075
737,0,0.9648
958,1,0.7841
820,0,0.7992
892,0,0.9638
362,1,0.8036
940,1,0.3194
529,1,0.5418
962,1,0.5557
589,0,0.9099
172,0,0.6145
615,0,0.3526
674,0,0.4077
113,1,0.7905
423,1,0.8892
194,0,0.8325
585,0,0.3985
170,0,0.365
486,1,0.2892
381,1,0.3692
824,0,0.2287
445,0,0.8743
342,0,0.0787
576,1,0.4629
34,0,0.6423
774,0,0.1605
514,1,0.2042
321,0,0.9637
880,1,0.4779
741,0,0.0812
277,0,0.2823
175,0,0.0083
981,0,0.0321
842,1,0.0698
125,0,0.3573
968,0,0.0937
489,0,0.5191
182,0,0.4933
891,0,0.3461
599,0,0.2664
613,0,0.2724
707,1,0.1221
705,1,0.1848
274,1,0.8026
432,1,0.1073
140,1,0.3273
709,0,0.3095
62,0,0.9546
951,0,0.8599
983,0,0.1474
590,1,0.6882
672,0,0.302
777,1,0.9462
483,0,0.7322
857,1,0.4585
99,1,0.3219
298,0,0.5704
457,0,0.0688
293,0,0.2482
456,0,0.6338
281,1,0.3053
196,1,0.3086
711,0,0.5826
484,1,0.1658
496,1,0.4199
645,0,0.4882
335,0,0.1972
317,0,0.747
916,1,0.7762
651,1,0.388
909,0,0.8083
385,0,0.7882
860,0,0.8223
965,1,0.7425
815,0,0.2221
772,0,0.3001
42,1,0.5963
598,0,0.974
347,0,0.9124
769,1,0.7107
146,0,0.0744
346,1,0.0377
807,1,0.7068
558,0,0.3958
297,0,0.8855
581,1,0.9857
519,1,0.5953
994,0,0.8253
295,0,0.0406
63,0,0.9824
668,0,0.7659
291,1,0.5811
938,0,0.1523
791,0,0.0456
179,0,0.9162
130,0,0.5449
931,1,0.9152
29,1,0.5533
551,0,0.2517
218,1,0.5102
553,0,0.3464
688,0,0.3119
853,0,0.5322
467,1,0.8184
904,0,0.7373
944,0,0.5604
366,0,0.246
466,1,0.451
202,0,0.8461
87,1,0.0509
767,0,0.4503
556,0,0.4717
158,1,0.8778
694,1,0.8637
217,0,0.0156
106,0,0.377
626,0,0.5073
973,0,0.9247
703,0,0.4758
469,0,0.4988
408,0,0.7059
731,0,0.0588
491,0,0.8604
848,0,0.3232
903,1,0.0643
625,0,0.126
591,0,0.4954
411,0,0.8597
678,0,0.7248
266,0,0.6186
504,1,0.6259
532,0,0.3897
597,0,0.0862
528,0,0.0213
896,0,0.5507
993,0,0.0167
256,0,0.1613
914,0,0.7125
86,1,0.4223
227,0,0.4578
123,0,0.643
826,0,0.587
309,0,0.0818
184,0,0.0596
963,1,0.1716
403,0,0.3239
319,0,0.2723
810,0,0.78
582,0,0.912
307,0,0.0787
716,0,0.3103
286,1,0.941
601,1,0.0876
978,0,0.2172
829,1,0.7081
550,1,0.6131
507,1,0.5044
332,0,0.7217
239,0,0.4261
129,0,0.752
816,0,0.0608
699,0,0.5532
268,1,0.2724
77,1,0.1779
191,0,0.3592
982,0,0.8348
750,0,0.2548
568,1,0.1738
989,0,0.2646
68,0,0.0371
283,1,0.8806
350,0,0.1048
322,1,0.1185
743,0,0.0313
766,0,0.3621
101,0,0.6511
786,0,0.3875
435,0,0.3389
