No.,request,response
174,0,0.2073
26,0,0.4161
658,0,0.3226
207,0,0.9799
398,0,0.9624
131,0,0.4672
479,1,0.7141
212,1,0.8393
37,1,0.2219
776,0,0.8878
252,0,0.9419
662,0,0.8809
610,1,0.8011
293,0,0.2482
397,0,0.1028
223,0,0.5697
542,0,0.5954
680,0,0.8254
943,0,0.5923
290,0,0.3334
383,0,0.5233
654,0,0.715
108,0,0.3195
115,0,0.6016
213,0,0.2389
58,0,0.3488
162,0,0.562
311,0,0.333
870,0,0.041
454,0,0.1527
139,1,0.736
520,0,0.7641
664,0,0.9679
765,0,0.8006
869,0,0.817
785,0,0.0233
666,0,0.4851
12,1,0.9542
724,1,0.4664
817,0,0.8018
453,1,0.3967
177,0,0.0075
451,0,0.9946
43,0,0.6412
463,0,0.968
757,0,0.4824
315,0,0.4717
249,0,0.9757
565,0,0.4909
697,0,0.0977
723,1,0.4928
231,0,0.555
421,0,0.9188
393,0,0.9615
322,1,0.1185
471,0,0.1096
50,0,0.9071
621,0,0.8103
568,0,0.1738
547,0,0.5641
549,1,0.3694
70,1,0.9981
228,0,0.3759
763,0,0.895
499,0,0.7949
895,1,0.3425
44,0,0.473
334,1,0.1587
364,0,0.2548
1,0,0.5217
864,1,0.351
609,0,0.9858
38,0,0.9784
452,1,0.1616
546,0,0.361
986,0,0.5055
540,0,0.8316
428,0,0.8035
788,1,0.4604
19,1,0.4667
386,0,0.0513
153,0,0.8555
415,1,0.7226
281,0,0.3053
271,1,0.5039
722,0,0.5093
13,0,0.2559
512,1,0.3351
250,0,0.7761
937,0,0.9868
143,1,0.3313
39,0,0.3086
72,0,0.2453
619,0,0.4282
877,1,0.3303
391,0,0.2578
289,1,0.3404
523,0,0.3752
112,0,0.0542
88,0,0.6363
148,0,0.373
908,0,0.6529
200,0,0.5232
544,0,0.1582
414,0,0.6707
373,0,0.0271
389,0,0.9127
478,0,0.0192
933,0,0.1895
243,1,0.121
913,0,0.5826
732,0,0.2177
394,1,0.5207
999,0,0.5856
954,1,0.3532
409,0,0.4541
476,0,0.0004
790,0,0.5603
318,0,0.5293
883,0,0.9678
686,0,0.9449
287,0,0.6161
5,0,0.1689
917,0,0.4373
215,0,0.6089
169,0,0.6825
63,0,0.9824
987,0,0.603
721,0,0.3082
632,0,0.4853
256,0,0.1613
819,0,0.4901
835,0,0.8165
887,0,0.6048
374,1,0.3666
932,0,0.9209
885,1,0.7425
201,0,0.1187
646,0,0.2641
503,0,0.7829
570,0,0.2685
91,0,0.0858
543,0,0.4644
21,0,0.9912
274,1,0.8026
665,0,0.8768
67,0,0.4744
323,0,0.8995
227,0,0.4578
641,0,0.212
343,0,0.8376
808,0,0.6324
727,0,0.2613
919,0,0.3633
216,1,0.2547
530,1,0.9792
17,0,0.007
140,0,0.3273
51,0,0.1763
137,0,0.6046
14,0,0.7142
916,0,0.7762
372,0,0.6798
97,1,0.2085
536,0,0.2043
292,0,0.8495
541,0,0.0573
69,0,0.0852
584,0,0.4445
836,0,0.4617
604,0,0.2925
500,1,0.1616
382,0,0.4692
838,0,0.8281
769,0,0.7107
195,0,0.447
678,0,0.7248
27,0,0.4419
560,0,0.4194
966,0,0.6727
946,0,0.251
552,0,0.6872
314,0,0.4839
222,0,0.0208
725,0,0.2041
773,0,0.1738
975,0,0.2077
554,0,0.1201
405,0,0.5302
156,0,0.3536
236,1,0.0347
385,0,0.7882
591,0,0.4954
406,0,0.7053
497,0,0.8112
557,0,0.3526
952,0,0.0874
214,0,0.3896
400,0,0.955
907,0,0.182
146,0,0.0744
122,0,0.2152
533,0,0.3326
185,0,0.844
927,0,0.3069
508,0,0.4599
155,0,0.6382
472,1,0.0499
644,0,0.5689
81,0,0.6262
611,0,0.7751
833,0,0.2465
114,0,0.0579
295,0,0.0406
928,0,0.0524
865,0,0.3575
762,0,0.7071
18,0,0.5703
698,0,0.4366
149,0,0.104
211,0,0.6539
253,0,0.9961
388,0,0.4441
758,0,0.6996
559,0,0.5687
831,0,0.0811
814,0,0.5057
805,0,0.4235
945,0,0.3994
456,0,0.6338
443,0,0.7388
82,0,0.4137
331,0,0.3983
96,0,0.9675
105,0,0.5651
136,0,0.2416
989,0,0.2646
527,0,0.1966
706,0,0.9455
57,0,0.3212
244,0,0.6432
532,0,0.3897
206,1,0.7136
233,0,0.2988
258,0,0.3605
30,0,0.9649
219,0,0.5795
640,0,0.3482
220,0,0.3101
832,0,0.0656
312,0,0.5525
633,0,0.204
510,0,0.8684
702,0,0.5574
673,0,0.8569
160,0,0.3505
495,0,0.6515
749,0,0.6727
24,0,0.0747
592,0,0.1998
190,0,0.6096
469,0,0.4988
684,0,0.7538
302,0,0.8083
524,0,0.7256
347,0,0.9124
956,0,0.2604
777,0,0.9462
460,0,0.1404
237,0,0.427
76,0,0.2298
85,0,0.9809
183,1,0.7888
457,0,0.0688
337,0,0.1725
339,0,0.0685
993,0,0.0167
60,0,0.0745
884,0,0.7168
759,0,0.4046
583,0,0.8339
324,0,0.1828
746,0,0.4115
800,0,0.1362
298,0,0.5704
925,0,0.9063
447,0,0.9065
862,0,0.9343
475,0,0.5913
378,0,0.5466
225,0,0.404
760,0,0.7401
208,0,0.2646
336,0,0.6981
859,0,0.3447
556,0,0.4717
203,0,0.2464
988,0,0.6043
410,0,0.1729
717,0,0.4816
448,0,0.916
355,0,0.7906
804,1,0.3005
899,0,0.4876
306,0,0.238
450,0,0.2263
656,0,0.6431
392,0,0.4712
778,0,0.2094
55,0,0.7713
715,0,0.8062
399,0,0.6298
80,0,0.485
655,0,0.6275
905,0,0.7616
920,0,0.9539
682,0,0.8329
669,0,0.3178
164,0,0.6506
359,0,0.527
738,0,0.6019
189,0,0.9333
867,0,0.2933
176,0,0.0537
874,0,0.3826
173,0,0.3695
29,0,0.5533
178,0,0.1271
811,0,0.9871
221,0,0.436
840,0,0.1319
395,0,0.7222
691,0,0.7782
54,0,0.1112
361,0,0.6917
430,0,0.1187
458,0,0.0406
100,0,0.3938
354,0,0.7571
821,0,0.3718
132,0,0.8331
976,0,0.0909
270,0,0.8974
119,0,0.8307
242,0,0.3831
720,0,0.9228
660,0,0.6974
286,0,0.941
614,0,0.6953
424,1,0.0307
726,0,0.4651
482,0,0.5597
259,0,0.9254
56,0,0.2891
894,0,0.2553
659,0,0.4409
31,0,0.3617
852,0,0.0813
151,0,0.3176
186,0,0.8065
535,0,0.5698
579,0,0.926
871,0,0.5097
127,0,0.1496
947,0,0.932
305,0,0.7969
622,0,0.9831
796,1,0.7134
924,0,0.8166
855,0,0.3072
922,0,0.8714
600,0,0.1175
676,0,0.311
313,0,0.2375
858,0,0.7711
511,0,0.0414
417,0,0.0582
764,0,0.3769
226,0,0.0088
465,0,0.1481
110,0,0.3603
718,0,0.8468
693,0,0.7449
653,0,0.4954
209,0,0.3396
896,0,0.5507
275,0,0.3712
449,0,0.0139
657,0,0.4695
248,0,0.6551
971,0,0.4098
232,0,0.0569
631,0,0.6276
868,0,0.9458
575,0,0.0178
496,0,0.4199
308,0,0.9615
689,0,0.0522
571,0,0.3513
747,0,0.4608
598,0,0.974
934,0,0.9775
595,0,0.2825
333,0,0.8585
677,0,0.3557
983,0,0.1474
474,0,0.7
492,1,0.7414
161,0,0.0371
429,0,0.3858
912,0,0.723
921,0,0.7609
431,0,0.4009
731,0,0.0588
626,0,0.5073
770,0,0.581
267,0,0.7595
264,0,0.1141
863,0,0.5033
949,0,0.6092
49,0,0.6873
594,0,0.8553
719,0,0.9374
739,0,0.2196
317,0,0.747
935,0,0.9728
969,0,0.0572
593,0,0.8985
672,0,0.302
980,0,0.4547
165,0,0.4841
857,0,0.4585
681,0,0.8682
278,0,0.3714
413,0,0.6735
299,0,0.1263
442,0,0.9907
587,0,0.3653
316,0,0.8497
53,0,0.5146
62,0,0.9546
873,0,0.3566
187,0,0.8829
735,0,0.0188
516,0,0.2096
645,0,0.4882
269,0,0.4474
3,0,0.1472
251,0,0.0658
224,0,0.5387
985,0,0.6084
700,0,0.7462
171,0,0.9151
484,0,0.1658
590,0,0.6882
910,0,0.0899
404,0,0.791
494,0,0.3614
446,0,0.1363
101,0,0.6511
801,0,0.063
349,0,0.1533
588,0,0.7556
794,0,0.9085
157,0,0.8625
280,0,0.4685
539,0,0.1407
11,0,0.1475
144,0,0.2889
20,0,0.1244
365,0,0.9412
52,0,0.7413
338,0,0.8738
402,0,0.0931
566,0,0.1267
964,0,0.1691
470,0,0.8919
670,1,0.9588
812,0,0.3129
234,0,0.677
620,0,0.7576
103,0,0.5313
163,0,0.0427
33,0,0.3622
701,0,0.4927
551,0,0.2517
329,0,0.6813
433,0,0.6773
979,0,0.3029
368,0,0.3491
642,0,0.3758
683,0,0.3022
279,0,0.6226
444,0,0.5497
939,0,0.8492
147,0,0.4765
628,0,0.0038
260,0,0.5695
32,0,0.782
960,0,0.0987
464,0,0.6564
166,0,0.0503
92,0,0.72
416,0,0.5236
639,0,0.6419
121,0,0.1429
572,0,0.4568
401,0,0.6668
994,0,0.8253
890,0,0.4143
872,0,0.1653
630,0,0.2814
771,0,0.868
193,1,0.7946
436,0,0.9501
84,0,0.0539
616,0,0.3464
915,0,0.4218
360,0,0.0262
751,0,0.261
787,1,0.5096
710,0,0.1807
573,0,0.3284
199,0,0.1071
246,0,0.4768
375,0,0.9445
303,0,0.8067
854,0,0.0731
356,0,0.766
325,0,0.9864
995,0,0.3831
839,0,0.6544
10,0,0.2607
68,0,0.0371
955,0,0.2139
959,0,0.7042
562,0,0.886
783,0,0.1105
713,0,0.5988
635,0,0.7944
685,0,0.0326
79,0,0.9584
853,1,0.5322
459,0,0.1099
649,0,0.6318
396,0,0.2786
515,0,0.6947
582,0,0.912
6,0,0.6079
229,0,0.7009
973,0,0.9247
179,1,0.9162
501,0,0.9698
352,0,0.7776
901,0,0.623
695,0,0.7182
41,0,0.7577
918,0,0.1319
823,1,0.2158
602,1,0.1543
485,0,0.5398
753,0,0.2103
827,0,0.0794
692,0,0.6249
45,0,0.4463
926,0,0.2706
803,0,0.7016
663,0,0.7887
411,0,0.8597
548,1,0.4298
273,0,0.4867
675,0,0.7537
953,0,0.9244
309,1,0.0818
786,0,0.3875
123,0,0.643
184,1,0.0596
504,1,0.6259
688,0,0.3119
307,1,0.0787
767,1,0.4503
466,0,0.451
898,0,0.6679
371,1,0.3535
22,0,0.5813
513,0,0.5577
845,1,0.2807
744,0,0.0918
102,0,0.463
210,0,0.6725
124,0,0.4319
78,1,0.255
567,0,0.0645
150,0,0.6263
240,0,0.4713
104,0,0.5445
555,1,0.2149
643,0,0.0143
263,1,0.7091
844,0,0.1437
729,1,0.5753
638,0,0.6835
133,1,0.4607
154,0,0.9737
830,0,0.4137
2,0,0.4251
538,1,0.1635
254,0,0.9439
327,0,0.2766
878,0,0.8939
296,1,0.3937
262,1,0.6977
284,0,0.6201
505,1,0.6568
561,0,0.561
522,0,0.39
7,1,0.6336
606,1,0.0727
755,0,0.6774
992,0,0.3741
888,0,0.1691
94,0,0.2423
799,1,0.2121
71,1,0.3172
15,0,0.0597
426,0,0.0096
261,0,0.9877
875,0,0.9797
487,0,0.7986
629,1,0.7607
733,1,0.882
967,1,0.6981
623,1,0.7995
970,0,0.9411
607,0,0.4702
247,0,0.7573
367,1,0.7309
802,0,0.5578
181,0,0.8428
377,0,0.8849
957,0,0.4662
341,0,0.9502
748,0,0.6249
846,1,0.8462
440,1,0.7158
120,1,0.6779
851,0,0.4856
340,0,0.7731
197,0,0.8437
145,0,0.6075
789,1,0.6809
569,0,0.9655
856,1,0.5305
65,1,0.5869
167,0,0.8075
737,1,0.9648
958,1,0.7841
820,0,0.7992
634,0,0.4303
892,1,0.9638
806,0,0.4968
834,1,0.7386
362,0,0.8036
909,0,0.8083
369,1,0.6757
940,0,0.3194
529,1,0.5418
962,1,0.5557
589,0,0.9099
172,0,0.6145
612,1,0.15
772,0,0.3001
488,0,0.2332
615,0,0.3526
674,0,0.4077
113,0,0.7905
204,0,0.2751
8,0,0.2934
904,1,0.7373
703,1,0.4758
423,0,0.8892
198,0,0.6407
847,0,0.5194
194,0,0.8325
625,0,0.126
585,0,0.3985
170,1,0.365
486,1,0.2892
843,0,0.0572
381,0,0.3692
824,0,0.2287
445,1,0.8743
342,0,0.0787
576,0,0.4629
158,1,0.8778
526,0,0.2558
480,0,0.5379
370,0,0.8336
46,0,0.0644
34,1,0.6423
774,1,0.1605
514,1,0.2042
321,1,0.9637
880,0,0.4779
346,0,0.0377
651,0,0.388
130,0,0.5449
694,0,0.8637
528,0,0.0213
597,1,0.0862
28,0,0.6088
74,0,0.4957
59,1,0.9039
944,0,0.5604
741,1,0.0812
277,1,0.2823
272,0,0.1767
652,0,0.0957
736,1,0.2562
366,0,0.246
235,0,0.5193
218,0,0.5102
826,0,0.587
427,1,0.0467
64,1,0.6926
931,1,0.9152
86,0,0.4223
791,0,0.0456
83,0,0.8368
861,1,0.0296
637,0,0.2513
363,0,0.9383
558,0,0.3958
175,0,0.0083
981,0,0.0321
842,0,0.0698
125,0,0.3573
968,0,0.0937
489,0,0.5191
255,0,0.0498
914,1,0.7125
711,0,0.5826
106,1,0.377
301,1,0.0133
118,0,0.3403
435,0,0.3389
403,0,0.3239
412,1,0.8301
23,0,0.6451
291,0,0.5811
462,1,0.2822
581,0,0.9857
519,0,0.5953
266,1,0.6186
376,0,0.5634
477,0,0.1926
202,0,0.8461
841,1,0.0435
553,0,0.3464
965,1,0.7425
180,1,0.9664
997,0,0.9451
848,0,0.3232
87,0,0.0509
357,0,0.9667
438,0,0.1573
810,1,0.78
531,1,0.7208
647,0,0.6546
491,1,0.8604
300,1,0.8775
807,0,0.7068
319,1,0.2723
815,1,0.2221
716,1,0.3103
860,0,0.8223
517,1,0.1038
182,0,0.4933
891,1,0.3461
599,0,0.2664
613,0,0.2724
707,0,0.1221
705,0,0.1848
601,1,0.0876
978,0,0.2172
829,1,0.7081
708,1,0.7477
550,0,0.6131
507,0,0.5044
332,1,0.7217
650,0,0.9972
239,0,0.4261
129,0,0.752
816,0,0.0608
188,1,0.3464
699,0,0.5532
577,1,0.1207
268,0,0.2724
950,0,0.0278
77,0,0.1779
709,1,0.3095
191,1,0.3592
982,1,0.8348
728,0,0.4243
603,0,0.4665
750,1,0.2548
