No.,request,response
143,0,0.3313
877,0,0.3303
289,0,0.3404
523,1,0.3752
908,1,0.6529
200,0,0.5232
414,0,0.6707
913,0,0.5826
732,1,0.2177
394,1,0.5207
954,0,0.3532
476,1,0.0004
883,0,0.9678
686,1,0.9449
287,0,0.6161
5,0,0.1689
917,0,0.4373
632,0,0.4853
819,0,0.4901
835,0,0.8165
201,0,0.1187
646,0,0.2641
91,1,0.0858
67,0,0.4744
323,0,0.8995
727,0,0.2613
216,0,0.2547
372,1,0.6798
97,0,0.2085
536,1,0.2043
500,1,0.1616
382,0,0.4692
838,0,0.8281
195,0,0.447
975,0,0.2077
405,0,0.5302
236,0,0.0347
497,0,0.8112
907,0,0.182
472,0,0.0499
611,1,0.7751
114,0,0.0579
928,0,0.0524
762,1,0.7071
559,0,0.5687
814,0,0.5057
805,0,0.4235
233,0,0.2988
30,1,0.9649
673,1,0.8569
592,1,0.1998
684,0,0.7538
956,1,0.2604
460,0,0.1404
237,0,0.427
76,0,0.2298
339,1,0.0685
60,0,0.0745
583,1,0.8339
208,0,0.2646
410,0,0.1729
448,0,0.916
804,1,0.3005
392,0,0.4712
399,0,0.6298
655,0,0.6275
905,1,0.7616
874,0,0.3826
691,0,0.7782
976,0,0.0909
119,0,0.8307
720,0,0.9228
660,0,0.6974
56,0,0.2891
186,0,0.8065
535,0,0.5698
579,0,0.926
871,1,0.5097
922,0,0.8714
313,1,0.2375
858,0,0.7711
511,1,0.0414
653,0,0.4954
657,0,0.4695
971,0,0.4098
934,1,0.9775
677,0,0.3557
912,1,0.723
863,0,0.5033
278,0,0.3714
316,0,0.8497
171,0,0.9151
446,0,0.1363
349,0,0.1533
588,0,0.7556
338,0,0.8738
470,0,0.8919
670,1,0.9588
33,0,0.3622
368,1,0.3491
939,0,0.8492
628,0,0.0038
260,0,0.5695
32,0,0.782
639,0,0.6419
121,0,0.1429
872,0,0.1653
193,1,0.7946
787,1,0.5096
573,0,0.3284
854,0,0.0731
995,0,0.3831
839,0,0.6544
10,0,0.2607
649,0,0.6318
515,0,0.6947
501,1,0.9698
901,0,0.623
918,0,0.1319
485,0,0.5398
206,0,0.7136
290,0,0.3334
192,0,0.9362
642,0,0.3758
157,0,0.8625
6,0,0.6079
147,1,0.4765
459,1,0.1099
622,0,0.9831
778,0,0.2094
471,0,0.1096
887,1,0.6048
577,0,0.1207
164,0,0.6506
836,0,0.4617
180,0,0.9664
389,0,0.9127
406,1,0.7053
537,1,0.5832
669,0,0.3178
527,0,0.1966
492,1,0.7414
949,0,0.6092
378,0,0.5466
761,0,0.4889
634,0,0.4303
1,0,0.5217
155,0,0.6382
232,0,0.0569
520,0,0.7641
825,1,0.4921
689,0,0.0522
566,0,0.1267
35,0,0.8455
14,0,0.7142
264,0,0.1141
118,0,0.3403
849,0,0.6628
27,0,0.4419
593,1,0.8985
681,0,0.8682
488,0,0.2332
18,0,0.5703
305,1,0.7969
418,0,0.3016
745,0,0.7129
866,0,0.4313
390,0,0.9414
808,0,0.6324
728,1,0.4243
679,0,0.1975
115,1,0.6016
859,0,0.3447
85,0,0.9809
326,0,0.7555
243,0,0.121
402,0,0.0931
373,0,0.0271
21,0,0.9912
53,0,0.5146
902,0,0.2278
915,0,0.4218
701,0,0.4927
635,0,0.7944
324,0,0.1828
0,0,0.9713
987,0,0.603
758,0,0.6996
131,0,0.4672
534,1,0.8919
658,0,0.3226
463,0,0.968
785,0,0.0233
718,0,0.8468
375,0,0.9445
544,0,0.1582
136,1,0.2416
354,0,0.7571
747,0,0.4608
518,0,0.0436
156,0,0.3536
549,0,0.3694
257,0,0.821
89,0,0.0958
255,1,0.0498
465,0,0.1481
306,0,0.238
80,0,0.485
498,1,0.2198
540,0,0.8316
675,0,0.7537
325,0,0.9864
751,0,0.261
765,0,0.8006
595,0,0.2825
560,0,0.4194
640,0,0.3482
799,0,0.2121
840,0,0.1319
873,1,0.3566
314,0,0.4839
680,0,0.8254
270,0,0.8974
144,0,0.2889
830,1,0.4137
584,0,0.4445
803,0,0.7016
760,0,0.7401
713,0,0.5988
379,0,0.9743
953,0,0.9244
220,0,0.3101
302,0,0.8083
280,1,0.4685
178,0,0.1271
554,0,0.1201
413,0,0.6735
235,0,0.5193
822,0,0.7093
644,0,0.5689
781,0,0.9403
49,0,0.6873
510,0,0.8684
353,0,0.251
122,0,0.2152
604,0,0.2925
495,0,0.6515
165,0,0.4841
539,0,0.1407
494,0,0.3614
770,0,0.581
812,0,0.3129
788,0,0.4604
930,0,0.7211
843,0,0.0572
252,0,0.9419
969,0,0.0572
41,0,0.7577
864,0,0.351
22,0,0.5813
861,0,0.0296
650,0,0.9972
241,0,0.4661
475,0,0.5913
924,0,0.8166
391,0,0.2578
199,0,0.1071
614,0,0.6953
222,0,0.0208
933,0,0.1895
433,0,0.6773
702,0,0.5574
96,0,0.9675
721,0,0.3082
932,0,0.9209
850,0,0.5699
148,1,0.373
112,0,0.0542
984,0,0.1366
882,0,0.981
211,0,0.6539
656,0,0.6431
94,0,0.2423
173,0,0.3695
748,0,0.6249
45,0,0.4463
254,0,0.9439
152,0,0.5546
388,0,0.4441
303,0,0.8067
738,0,0.6019
176,0,0.0537
137,0,0.6046
409,0,0.4541
722,0,0.5093
462,0,0.2822
181,0,0.8428
641,0,0.212
890,0,0.4143
249,0,0.9757
548,0,0.4298
240,0,0.4713
273,0,0.4867
664,0,0.9679
226,0,0.0088
757,0,0.4824
941,0,0.0604
69,0,0.0852
81,0,0.6262
988,0,0.6043
961,0,0.1357
739,0,0.2196
985,0,0.6084
110,0,0.3603
862,0,0.9343
51,0,0.1763
502,0,0.4457
885,0,0.7425
752,0,0.6739
833,0,0.2465
719,0,0.9374
482,0,0.5597
608,0,0.691
367,0,0.7309
151,0,0.3176
617,0,0.1908
374,0,0.3666
221,0,0.436
697,0,0.0977
783,0,0.1105
508,0,0.4599
438,0,0.1573
806,1,0.4968
78,0,0.255
73,0,0.348
834,0,0.7386
925,0,0.9063
108,0,0.3195
708,0,0.7477
926,0,0.2706
443,0,0.7388
149,0,0.104
2,0,0.4251
318,0,0.5293
665,0,0.8768
541,0,0.0573
400,0,0.955
361,0,0.6917
384,0,0.7118
225,0,0.404
682,0,0.8329
54,0,0.1112
397,0,0.1028
356,0,0.766
572,0,0.4568
596,0,0.7403
242,0,0.3831
231,0,0.555
404,0,0.791
499,0,0.7949
57,0,0.3212
725,0,0.2041
947,0,0.932
831,0,0.0811
24,0,0.0747
340,1,0.7731
279,0,0.6226
234,0,0.677
436,0,0.9501
447,0,0.9065
897,0,0.7979
139,0,0.736
473,1,0.1921
258,0,0.3605
474,0,0.7
999,0,0.5856
308,0,0.9615
422,0,0.6752
92,0,0.72
8,0,0.2934
416,0,0.5236
39,0,0.3086
875,0,0.9797
351,0,0.1833
285,0,0.6359
478,0,0.0192
910,0,0.0899
248,1,0.6551
166,0,0.0503
259,0,0.9254
189,0,0.9333
557,0,0.3526
31,0,0.3617
369,0,0.6757
59,0,0.9039
396,0,0.2786
793,1,0.3165
979,0,0.3029
616,0,0.3464
746,0,0.4115
992,0,0.3741
652,0,0.0957
927,0,0.3069
227,0,0.4578
487,0,0.7986
903,0,0.0643
594,0,0.8553
275,0,0.3712
187,0,0.8829
204,0,0.2751
894,0,0.2553
407,0,0.7962
215,0,0.6089
357,0,0.9667
552,0,0.6872
966,0,0.6727
685,0,0.0326
154,0,0.9737
525,0,0.7926
223,0,0.5697
841,0,0.0435
710,0,0.1807
955,0,0.2139
376,0,0.5634
789,0,0.6809
889,0,0.9566
790,0,0.5603
370,0,0.8336
768,0,0.9687
105,0,0.5651
735,0,0.0188
796,0,0.7134
95,0,0.5057
698,1,0.4366
920,0,0.9539
442,0,0.9907
562,0,0.886
102,0,0.463
293,0,0.2482
974,0,0.6998
782,0,0.3453
363,0,0.9383
455,0,0.4271
267,0,0.7595
358,0,0.6152
865,1,0.3575
429,0,0.3858
346,0,0.0377
40,0,0.5847
450,0,0.2263
612,0,0.15
630,0,0.2814
359,0,0.527
800,0,0.1362
365,0,0.9412
526,0,0.2558
878,0,0.8939
794,0,0.9085
493,0,0.5099
294,0,0.6128
162,0,0.562
205,0,0.661
183,0,0.7888
377,0,0.8849
219,0,0.5795
380,0,0.8292
395,0,0.7222
519,0,0.5953
919,0,0.3633
160,0,0.3505
998,1,0.5023
795,0,0.3263
127,0,0.1496
663,0,0.7887
163,0,0.0427
343,0,0.8376
427,0,0.0467
209,0,0.3396
571,0,0.3513
620,0,0.7576
185,0,0.844
876,1,0.0793
533,0,0.3326
72,0,0.2453
198,0,0.6407
64,0,0.6926
811,0,0.9871
20,0,0.1244
869,0,0.817
383,0,0.5233
364,0,0.2548
449,0,0.0139
582,0,0.912
827,0,0.0794
868,0,0.9458
481,0,0.7347
726,0,0.4651
659,0,0.4409
766,0,0.3621
99,0,0.3219
247,0,0.7573
453,0,0.3967
813,0,0.9464
821,0,0.3718
921,0,0.7609
329,0,0.6813
755,0,0.6774
88,0,0.6363
547,0,0.5641
333,0,0.8585
299,0,0.1263
776,0,0.8878
893,0,0.8817
900,0,0.8022
567,0,0.0645
945,0,0.3994
292,0,0.8495
146,0,0.0744
797,0,0.7454
269,0,0.4474
188,0,0.3464
771,0,0.868
531,1,0.7208
46,0,0.0644
203,0,0.2464
43,0,0.6412
412,0,0.8301
437,0,0.7525
229,0,0.7009
246,0,0.4768
898,0,0.6679
603,0,0.4665
516,0,0.2096
444,0,0.5497
749,0,0.6727
538,0,0.1635
935,0,0.9728
11,0,0.1475
25,0,0.0658
899,0,0.4876
631,0,0.6276
28,0,0.6088
852,0,0.0813
132,0,0.8331
65,0,0.5869
714,0,0.934
480,0,0.5379
250,0,0.7761
960,0,0.0987
82,0,0.4137
100,0,0.3938
434,0,0.5084
440,0,0.7158
676,0,0.311
570,0,0.2685
106,0,0.377
336,0,0.6981
798,0,0.286
856,0,0.5305
521,0,0.0748
759,0,0.4046
52,0,0.7413
980,0,0.4547
9,0,0.73
764,0,0.3769
503,0,0.7829
490,0,0.066
55,1,0.7713
753,0,0.2103
161,0,0.0371
50,0,0.9071
93,0,0.4512
773,0,0.1738
740,0,0.7088
297,0,0.8855
706,0,0.9455
431,0,0.4009
79,0,0.9584
884,0,0.7168
633,0,0.204
733,0,0.882
699,0,0.5532
847,0,0.5194
597,0,0.0862
439,0,0.2349
575,0,0.0178
936,0,0.7079
428,0,0.8035
169,0,0.6825
578,0,0.9626
543,0,0.4644
7,0,0.6336
517,0,0.1038
334,0,0.1587
693,0,0.7449
736,0,0.2562
421,0,0.9188
619,0,0.4282
565,0,0.4909
600,0,0.1175
504,0,0.6259
627,0,0.8096
530,0,0.9792
666,0,0.4851
281,0,0.3053
671,0,0.7041
401,0,0.6668
103,0,0.5313
695,0,0.7182
867,0,0.2933
700,0,0.7462
683,0,0.3022
801,0,0.063
744,0,0.0918
244,0,0.6432
997,0,0.9451
914,0,0.7125
126,0,0.7202
312,0,0.5525
451,0,0.9946
618,0,0.885
360,0,0.0262
586,0,0.1172
393,0,0.9615
251,0,0.0658
780,0,0.5997
692,0,0.6249
607,0,0.4702
214,0,0.3896
190,0,0.6096
3,0,0.1472
230,0,0.0997
952,0,0.0874
417,0,0.0582
784,0,0.4524
506,0,0.2629
769,0,0.7107
179,0,0.9162
138,0,0.5611
424,0,0.0307
662,0,0.8809
948,0,0.5256
870,0,0.041
331,0,0.3983
271,0,0.5039
587,0,0.3653
826,1,0.587
715,1,0.8062
300,0,0.8775
371,1,0.3535
513,1,0.5577
845,1,0.2807
210,0,0.6725
124,0,0.4319
150,1,0.6263
104,0,0.5445
555,0,0.2149
643,0,0.0143
263,0,0.7091
844,1,0.1437
729,0,0.5753
638,0,0.6835
133,1,0.4607
327,1,0.2766
296,0,0.3937
262,0,0.6977
505,0,0.6568
561,0,0.561
522,0,0.39
606,0,0.0727
888,0,0.1691
71,0,0.3172
15,1,0.0597
426,1,0.0096
261,0,0.9877
623,0,0.7995
970,0,0.9411
846,0,0.8462
851,0,0.4856
197,0,0.8437
820,1,0.7992
892,0,0.9638
615,0,0.3526
113,1,0.7905
585,0,0.3985
170,0,0.365
824,0,0.2287
342,1,0.0787
774,0,0.1605
514,0,0.2042
741,1,0.0812
277,1,0.2823
175,0,0.0083
981,1,0.0321
842,1,0.0698
125,1,0.3573
968,0,0.0937
489,0,0.5191
182,0,0.4933
599,0,0.2664
432,0,0.1073
140,0,0.3273
983,1,0.1474
590,0,0.6882
672,0,0.302
483,1,0.7322
857,0,0.4585
457,0,0.0688
196,1,0.3086
484,0,0.1658
645,1,0.4882
335,0,0.1972
909,1,0.8083
456,0,0.6338
832,0,0.0656
101,1,0.6511
350,0,0.1048
322,1,0.1185
951,0,0.8599
68,1,0.0371
386,1,0.0513
989,0,0.2646
743,1,0.0313
458,0,0.0406
347,1,0.9124
891,1,0.3461
496,0,0.4199
317,1,0.747
486,0,0.2892
337,0,0.1725
880,0,0.4779
268,0,0.2724
816,1,0.0608
709,0,0.3095
191,0,0.3592
705,0,0.1848
507,0,0.5044
569,1,0.9655
145,0,0.6075
283,0,0.8806
385,0,0.7882
274,0,0.8026
589,0,0.9099
568,1,0.1738
77,1,0.1779
940,1,0.3194
381,0,0.3692
707,1,0.1221
341,0,0.9502
477,0,0.1926
84,0,0.0539
298,1,0.5704
777,0,0.9462
253,1,0.9961
362,1,0.8036
711,0,0.5826
284,1,0.6201
524,0,0.7256
62,1,0.9546
629,0,0.7607
34,1,0.6423
172,1,0.6145
802,0,0.5578
967,0,0.6981
550,1,0.6131
423,1,0.8892
239,1,0.4261
982,0,0.8348
321,0,0.9637
613,0,0.2724
332,1,0.7217
772,1,0.3001
602,0,0.1543
403,0,0.3239
224,1,0.5387
464,0,0.6564
786,1,0.3875
626,0,0.5073
301,0,0.0133
430,0,0.1187
904,1,0.7373
625,1,0.126
637,0,0.2513
291,1,0.5811
17,0,0.007
916,0,0.7762
23,1,0.6451
184,1,0.0596
591,0,0.4954
581,1,0.9857
993,0,0.0167
553,0,0.3464
678,1,0.7248
411,1,0.8597
598,0,0.974
853,0,0.5322
74,0,0.4957
286,0,0.941
896,0,0.5507
855,1,0.3072
63,0,0.9824
83,0,0.8368
307,1,0.0787
938,0,0.1523
466,0,0.451
461,1,0.9075
731,0,0.0588
767,0,0.4503
703,0,0.4758
963,0,0.1716
964,1,0.1691
946,0,0.251
973,1,0.9247
86,0,0.4223
202,0,0.8461
130,1,0.5449
931,0,0.9152
295,0,0.0406
272,0,0.1767
123,0,0.643
807,1,0.7068
87,0,0.0509
551,0,0.2517
355,1,0.7906
435,0,0.3389
815,1,0.2221
528,1,0.0213
791,0,0.0456
556,0,0.4717
467,0,0.8184
716,0,0.3103
469,0,0.4988
42,1,0.5963
345,0,0.9314
694,1,0.8637
217,0,0.0156
532,0,0.3897
408,0,0.7059
688,0,0.3119
944,0,0.5604
266,0,0.6186
994,1,0.8253
860,0,0.8223
647,0,0.6546
158,1,0.8778
352,0,0.7776
668,0,0.7659
810,1,0.78
965,0,0.7425
823,0,0.2158
256,0,0.1613
319,1,0.2723
366,1,0.246
309,1,0.0818
717,0,0.4816
558,0,0.3958
218,1,0.5102
651,0,0.388
491,0,0.8604
848,0,0.3232
29,1,0.5533
959,0,0.7042
601,0,0.0876
978,1,0.2172
829,0,0.7081
750,0,0.2548
957,0,0.4662
120,0,0.6779
958,1,0.7841
674,0,0.4077
194,0,0.8325
445,0,0.8743
167,1,0.8075
737,1,0.9648
529,0,0.5418
576,0,0.4629
129,0,0.752
962,0,0.5557
950,0,0.0278
