,No.,weight,temp,type,time_untouched,req_time
82,327,2766,0.6,2,2,6
83,623,7995,0.6,1,0,7
84,962,5557,0.6,1,0,4
85,153,8555,0.6,2,6,2
86,253,9961,0.55243185225897,1,1,6
87,399,6298,0.5294845426213011,2,3,5
88,654,7150,0.55,0,3,2
89,493,5099,0.55,2,1,8
90,763,8950,0.55,2,2,4
91,714,9340,0.55,0,0,7
92,508,4599,0.55,2,5,6
93,332,7217,0.55,0,7,5
94,937,9868,0.6,0,3,6
95,802,5578,0.6,2,4,4
96,171,9151,0.6,2,0,6
97,181,8428,0.6,0,5,2
98,882,9810,0.6,0,6,7
99,162,5620,0.5053606992596287,0,0,6
100,480,5379,0.5053606992596287,2,0,4
101,770,5810,0.6,0,1,7
102,36,5820,0.55243185225897,1,0,7
103,892,9638,0.55,1,1,6
104,193,7946,0.55,1,9,0
105,49,6873,0.5,0,13,0
106,626,5073,0.5294845426213011,2,2,6
107,56,2891,0.5053606992596287,2,1,7
108,589,9099,0.5294845426213011,0,1,5
109,180,9664,0.5,2,6,0
110,580,3046,0.5053606992596287,0,2,7
111,395,7222,0.5294845426213011,1,4,5
112,792,8608,0.5294845426213011,1,0,6
113,474,7000,0.55,2,0,4
114,884,7168,0.55,1,0,3
115,31,3617,0.55,0,4,4
116,406,7053,0.55,1,3,5
117,742,7597,0.5294845426213011,0,1,5
118,747,4608,0.55,1,0,2
119,186,8065,0.5,1,0,2
120,300,8775,0.55243185225897,1,0,6
121,663,7887,0.5,2,0,6
122,341,9502,0.5294845426213011,0,3,3
123,242,3831,0.5294845426213011,1,3,3
124,595,2825,0.5294845426213011,1,0,7
125,134,8976,0.55,2,3,3
126,690,5098,0.5,2,1,4
127,326,7555,0.5,2,2,0
128,988,6043,0.5,2,2,1
129,640,3482,0.5,2,2,2
130,320,4718,0.5,1,2,2
131,144,2889,0.55,2,2,2
132,82,4137,0.5,1,1,5
133,50,9071,0.5,2,0,4
134,730,7614,0.5,0,0,2
135,70,9981,0.5,2,0,2
136,278,3714,0.5,1,1,0
137,196,3086,0.5053606992596287,0,1,1
138,793,3165,0.5053606992596287,1,1,3
139,8,2934,0.5053606992596287,1,1,2
140,851,4856,0.5294845426213011,1,0,4
141,277,2823,0.5294845426213011,0,0,7
142,136,2416,0.55,2,1,5
143,370,8336,0.55,2,0,4
144,755,6774,0.55,1,1,2
145,429,3858,0.55,1,0,5
146,138,5611,0.55,1,1,6
147,762,7071,0.5,1,0,0
148,586,1172,0.5053606992596287,1,0,5
