No.,request,response
831,0,0.0811
360,1,0.0262
811,0,0.9871
185,0,0.844
794,0,0.9085
935,0,0.9728
95,0,0.5057
830,0,0.4137
434,0,0.5084
110,1,0.3603
416,0,0.5236
584,0,0.4445
337,0,0.1725
868,0,0.9458
279,0,0.6226
384,0,0.7118
72,0,0.2453
803,0,0.7016
46,0,0.0644
867,0,0.2933
992,0,0.3741
578,0,0.9626
547,0,0.5641
760,0,0.7401
875,0,0.9797
227,0,0.4578
713,0,0.5988
204,0,0.2751
401,0,0.6668
379,0,0.9743
945,0,0.3994
953,0,0.9244
620,0,0.7576
630,0,0.2814
926,0,0.2706
54,0,0.1112
220,0,0.3101
736,0,0.2562
865,0,0.3575
302,0,0.8083
796,0,0.7134
280,0,0.4685
562,0,0.886
521,0,0.0748
108,0,0.3195
3,0,0.1472
552,0,0.6872
82,0,0.4137
683,0,0.3022
178,0,0.1271
554,0,0.1201
367,0,0.7309
413,0,0.6735
235,0,0.5193
822,1,0.7093
652,0,0.0957
644,0,0.5689
781,0,0.9403
806,0,0.4968
105,0,0.5651
49,0,0.6873
161,0,0.0371
510,0,0.8684
353,0,0.251
122,0,0.2152
40,0,0.5847
234,0,0.677
604,0,0.2925
717,0,0.4816
700,0,0.7462
73,0,0.348
495,0,0.6515
955,0,0.2139
893,0,0.8817
165,0,0.4841
715,0,0.8062
275,0,0.3712
539,0,0.1407
494,0,0.3614
740,0,0.7088
685,0,0.0326
770,0,0.581
103,0,0.5313
812,0,0.3129
788,0,0.4604
502,0,0.4457
930,0,0.7211
292,0,0.8495
847,0,0.5194
726,0,0.4651
618,0,0.885
843,0,0.0572
224,0,0.5387
764,0,0.3769
59,0,0.9039
678,0,0.7248
322,1,0.1185
11,0,0.1475
252,0,0.9419
436,0,0.9501
183,0,0.7888
969,0,0.0572
41,0,0.7577
743,1,0.0313
357,0,0.9667
864,0,0.351
22,0,0.5813
380,0,0.8292
861,0,0.0296
650,0,0.9972
526,0,0.2558
241,0,0.4661
475,0,0.5913
676,0,0.311
862,1,0.9343
924,0,0.8166
188,0,0.3464
391,0,0.2578
199,0,0.1071
428,0,0.8035
385,0,0.7882
993,0,0.0167
28,0,0.6088
614,0,0.6953
222,0,0.0208
933,1,0.1895
8,0,0.2934
345,0,0.9314
575,0,0.0178
773,0,0.1738
783,0,0.1105
433,0,0.6773
702,0,0.5574
31,0,0.3617
146,0,0.0744
96,0,0.9675
721,0,0.3082
343,0,0.8376
932,0,0.9209
850,0,0.5699
899,0,0.4876
148,0,0.373
217,1,0.0156
919,0,0.3633
112,0,0.0542
132,0,0.8331
543,0,0.4644
984,0,0.1366
567,0,0.0645
258,0,0.3605
882,0,0.981
600,0,0.1175
442,0,0.9907
253,0,0.9961
211,0,0.6539
451,0,0.9946
898,0,0.6679
633,0,0.204
656,0,0.6431
94,0,0.2423
173,0,0.3695
84,0,0.0539
352,0,0.7776
748,0,0.6249
45,0,0.4463
254,0,0.9439
766,0,0.3621
473,0,0.1921
152,0,0.5546
388,0,0.4441
925,0,0.9063
190,0,0.6096
303,0,0.8067
738,0,0.6019
617,0,0.1908
176,0,0.0537
137,0,0.6046
884,0,0.7168
487,0,0.7986
706,0,0.9455
248,0,0.6551
409,0,0.4541
869,0,0.817
266,0,0.6186
722,0,0.5093
221,0,0.436
462,0,0.2822
151,0,0.3176
404,0,0.791
710,0,0.1807
181,0,0.8428
641,0,0.212
603,0,0.4665
890,0,0.4143
39,0,0.3086
198,0,0.6407
294,0,0.6128
427,0,0.0467
249,0,0.9757
548,0,0.4298
663,0,0.7887
752,0,0.6739
376,0,0.5634
240,0,0.4713
273,0,0.4867
664,0,0.9679
853,0,0.5322
74,0,0.4957
424,0,0.0307
226,0,0.0088
757,0,0.4824
941,0,0.0604
688,0,0.3119
123,1,0.643
848,0,0.3232
466,1,0.451
716,0,0.3103
948,0,0.5256
69,0,0.0852
533,0,0.3326
340,0,0.7731
81,0,0.6262
92,0,0.72
807,1,0.7068
582,1,0.912
532,0,0.3897
938,0,0.1523
994,1,0.8253
769,1,0.7107
551,0,0.2517
988,0,0.6043
961,0,0.1357
242,0,0.3831
671,0,0.7041
739,0,0.2196
985,0,0.6084
896,0,0.5507
422,0,0.6752
307,0,0.0787
301,0,0.0133
703,0,0.4758
597,1,0.0862
411,0,0.8597
371,0,0.3535
513,0,0.5577
845,1,0.2807
744,0,0.0918
102,0,0.463
210,0,0.6725
124,1,0.4319
150,0,0.6263
104,0,0.5445
555,0,0.2149
643,0,0.0143
263,0,0.7091
844,0,0.1437
729,1,0.5753
638,0,0.6835
133,1,0.4607
2,0,0.4251
538,0,0.1635
327,0,0.2766
878,0,0.8939
296,0,0.3937
262,1,0.6977
284,1,0.6201
505,0,0.6568
561,1,0.561
522,0,0.39
7,0,0.6336
606,0,0.0727
755,1,0.6774
888,0,0.1691
71,1,0.3172
15,1,0.0597
426,0,0.0096
261,1,0.9877
629,1,0.7607
733,0,0.882
967,0,0.6981
623,1,0.7995
970,0,0.9411
607,0,0.4702
247,1,0.7573
802,0,0.5578
957,0,0.4662
341,1,0.9502
846,1,0.8462
440,1,0.7158
120,0,0.6779
851,0,0.4856
197,0,0.8437
145,0,0.6075
569,0,0.9655
856,1,0.5305
65,0,0.5869
167,1,0.8075
737,0,0.9648
958,1,0.7841
820,0,0.7992
892,0,0.9638
834,1,0.7386
362,1,0.8036
369,1,0.6757
940,1,0.3194
529,0,0.5418
962,1,0.5557
589,1,0.9099
172,0,0.6145
615,1,0.3526
674,1,0.4077
113,0,0.7905
423,0,0.8892
194,0,0.8325
585,0,0.3985
170,1,0.365
486,0,0.2892
381,1,0.3692
824,0,0.2287
445,0,0.8743
342,0,0.0787
576,0,0.4629
34,1,0.6423
774,1,0.1605
514,1,0.2042
321,0,0.9637
880,0,0.4779
741,0,0.0812
277,0,0.2823
175,0,0.0083
981,1,0.0321
842,0,0.0698
125,0,0.3573
968,1,0.0937
489,0,0.5191
182,1,0.4933
891,0,0.3461
599,1,0.2664
613,1,0.2724
707,1,0.1221
705,1,0.1848
274,1,0.8026
432,1,0.1073
140,0,0.3273
709,0,0.3095
62,1,0.9546
951,0,0.8599
450,0,0.2263
983,1,0.1474
708,1,0.7477
590,0,0.6882
672,1,0.302
777,0,0.9462
483,0,0.7322
857,0,0.4585
99,0,0.3219
298,0,0.5704
457,0,0.0688
293,1,0.2482
456,0,0.6338
397,0,0.1028
281,1,0.3053
196,0,0.3086
711,0,0.5826
351,0,0.1833
484,0,0.1658
496,0,0.4199
903,1,0.0643
179,0,0.9162
528,1,0.0213
517,0,0.1038
130,0,0.5449
355,0,0.7906
482,1,0.5597
556,1,0.4717
626,0,0.5073
694,1,0.8637
23,0,0.6451
558,1,0.3958
363,0,0.9383
218,0,0.5102
768,0,0.9687
86,0,0.4223
973,0,0.9247
158,0,0.8778
965,0,0.7425
823,1,0.2158
63,1,0.9824
29,0,0.5533
772,0,0.3001
651,1,0.388
202,0,0.8461
309,1,0.0818
810,0,0.78
403,0,0.3239
300,0,0.8775
272,1,0.1767
914,1,0.7125
944,0,0.5604
346,0,0.0377
256,0,0.1613
106,1,0.377
581,1,0.9857
184,0,0.0596
42,0,0.5963
598,0,0.974
904,0,0.7373
64,0,0.6926
637,0,0.2513
553,0,0.3464
412,1,0.8301
625,1,0.126
286,0,0.941
231,0,0.555
791,0,0.0456
931,1,0.9152
291,1,0.5811
815,0,0.2221
295,1,0.0406
504,1,0.6259
83,1,0.8368
786,0,0.3875
950,0,0.0278
297,1,0.8855
17,1,0.007
963,1,0.1716
319,0,0.2723
435,0,0.3389
469,0,0.4988
491,0,0.8604
647,0,0.6546
519,1,0.5953
477,0,0.1926
826,1,0.587
438,0,0.1573
87,0,0.0509
366,0,0.246
916,0,0.7762
767,0,0.4503
860,1,0.8223
602,0,0.1543
668,0,0.7659
601,0,0.0876
978,0,0.2172
829,0,0.7081
550,1,0.6131
507,0,0.5044
332,0,0.7217
239,0,0.4261
129,1,0.752
816,1,0.0608
699,0,0.5532
268,0,0.2724
77,0,0.1779
191,1,0.3592
982,0,0.8348
750,0,0.2548
568,0,0.1738
989,0,0.2646
68,0,0.0371
317,1,0.747
347,0,0.9124
645,0,0.4882
408,1,0.7059
731,1,0.0588
