No.,request,response
452,1,0.1616
546,0,0.361
986,0,0.5055
788,0,0.4604
19,0,0.4667
153,0,0.8555
415,1,0.7226
281,0,0.3053
271,0,0.5039
13,0,0.2559
512,0,0.3351
250,0,0.7761
937,0,0.9868
143,0,0.3313
39,0,0.3086
72,0,0.2453
619,1,0.4282
877,0,0.3303
289,0,0.3404
523,0,0.3752
88,0,0.6363
148,0,0.373
908,0,0.6529
200,1,0.5232
414,0,0.6707
478,0,0.0192
913,0,0.5826
732,0,0.2177
394,1,0.5207
954,1,0.3532
409,0,0.4541
476,0,0.0004
790,0,0.5603
318,0,0.5293
883,0,0.9678
686,0,0.9449
287,0,0.6161
5,0,0.1689
917,1,0.4373
215,0,0.6089
169,1,0.6825
721,0,0.3082
632,0,0.4853
819,0,0.4901
835,1,0.8165
374,0,0.3666
932,0,0.9209
201,0,0.1187
646,0,0.2641
503,0,0.7829
91,1,0.0858
67,0,0.4744
323,0,0.8995
227,0,0.4578
727,0,0.2613
216,0,0.2547
530,0,0.9792
51,0,0.1763
372,0,0.6798
97,1,0.2085
536,0,0.2043
292,0,0.8495
541,0,0.0573
69,0,0.0852
584,0,0.4445
604,0,0.2925
500,0,0.1616
382,0,0.4692
838,0,0.8281
195,0,0.447
560,0,0.4194
966,0,0.6727
552,0,0.6872
314,0,0.4839
222,0,0.0208
725,0,0.2041
773,0,0.1738
975,0,0.2077
554,0,0.1201
405,1,0.5302
156,0,0.3536
236,0,0.0347
385,0,0.7882
591,0,0.4954
497,0,0.8112
557,0,0.3526
952,0,0.0874
907,0,0.182
146,0,0.0744
122,0,0.2152
533,0,0.3326
508,0,0.4599
472,0,0.0499
611,0,0.7751
114,0,0.0579
928,0,0.0524
865,0,0.3575
762,0,0.7071
698,1,0.4366
149,0,0.104
253,0,0.9961
388,0,0.4441
559,1,0.5687
814,0,0.5057
805,1,0.4235
456,0,0.6338
443,0,0.7388
82,0,0.4137
96,0,0.9675
136,1,0.2416
706,0,0.9455
57,0,0.3212
244,0,0.6432
532,0,0.3897
233,0,0.2988
30,0,0.9649
219,0,0.5795
640,0,0.3482
832,0,0.0656
510,1,0.8684
673,0,0.8569
592,0,0.1998
190,0,0.6096
684,0,0.7538
347,0,0.9124
956,1,0.2604
777,0,0.9462
460,1,0.1404
237,0,0.427
76,0,0.2298
183,1,0.7888
457,0,0.0688
337,0,0.1725
339,0,0.0685
60,0,0.0745
884,0,0.7168
583,0,0.8339
746,0,0.4115
298,0,0.5704
925,0,0.9063
447,0,0.9065
862,0,0.9343
475,0,0.5913
225,0,0.404
208,1,0.2646
336,0,0.6981
556,0,0.4717
203,0,0.2464
988,0,0.6043
410,0,0.1729
448,0,0.916
355,0,0.7906
804,0,0.3005
899,0,0.4876
656,0,0.6431
392,0,0.4712
399,0,0.6298
80,0,0.485
655,0,0.6275
905,0,0.7616
920,0,0.9539
682,0,0.8329
359,0,0.527
867,0,0.2933
176,0,0.0537
874,0,0.3826
811,0,0.9871
221,0,0.436
691,0,0.7782
54,0,0.1112
361,0,0.6917
430,0,0.1187
976,0,0.0909
119,0,0.8307
242,0,0.3831
720,0,0.9228
660,0,0.6974
614,0,0.6953
726,0,0.4651
482,0,0.5597
259,0,0.9254
56,0,0.2891
894,0,0.2553
659,0,0.4409
852,0,0.0813
151,0,0.3176
186,0,0.8065
535,0,0.5698
579,0,0.926
871,0,0.5097
127,0,0.1496
947,0,0.932
796,0,0.7134
924,0,0.8166
855,0,0.3072
922,0,0.8714
600,0,0.1175
313,0,0.2375
858,0,0.7711
511,0,0.0414
417,0,0.0582
764,0,0.3769
226,0,0.0088
465,0,0.1481
653,0,0.4954
209,0,0.3396
275,0,0.3712
657,0,0.4695
971,0,0.4098
631,0,0.6276
575,0,0.0178
496,0,0.4199
308,0,0.9615
598,0,0.974
934,0,0.9775
333,0,0.8585
677,0,0.3557
429,0,0.3858
912,1,0.723
431,0,0.4009
267,0,0.7595
863,0,0.5033
49,0,0.6873
594,0,0.8553
317,0,0.747
935,0,0.9728
969,0,0.0572
672,1,0.302
980,0,0.4547
165,0,0.4841
278,0,0.3714
299,0,0.1263
442,0,0.9907
587,0,0.3653
316,0,0.8497
187,0,0.8829
735,0,0.0188
645,0,0.4882
3,0,0.1472
251,0,0.0658
224,0,0.5387
700,0,0.7462
171,0,0.9151
484,0,0.1658
910,0,0.0899
404,0,0.791
446,0,0.1363
101,0,0.6511
349,0,0.1533
588,0,0.7556
280,0,0.4685
539,0,0.1407
11,0,0.1475
144,0,0.2889
20,0,0.1244
338,0,0.8738
964,0,0.1691
470,0,0.8919
670,0,0.9588
234,0,0.677
33,0,0.3622
551,0,0.2517
329,0,0.6813
368,0,0.3491
683,0,0.3022
444,0,0.5497
939,0,0.8492
628,0,0.0038
260,0,0.5695
32,0,0.782
960,0,0.0987
464,0,0.6564
92,0,0.72
639,0,0.6419
121,0,0.1429
872,0,0.1653
771,0,0.868
193,0,0.7946
84,0,0.0539
751,0,0.261
787,1,0.5096
710,0,0.1807
573,0,0.3284
199,0,0.1071
303,0,0.8067
854,0,0.0731
325,0,0.9864
995,0,0.3831
839,0,0.6544
10,0,0.2607
955,0,0.2139
562,0,0.886
783,0,0.1105
79,0,0.9584
649,0,0.6318
396,0,0.2786
515,0,0.6947
501,1,0.9698
352,0,0.7776
901,0,0.623
41,0,0.7577
918,0,0.1319
485,1,0.5398
753,0,0.2103
45,0,0.4463
675,0,0.7537
953,0,0.9244
885,0,0.7425
206,0,0.7136
916,0,0.7762
794,0,0.9085
827,0,0.0794
290,0,0.3334
31,0,0.3617
192,0,0.9362
642,0,0.3758
801,0,0.063
59,0,0.9039
711,0,0.5826
157,0,0.8625
6,0,0.6079
365,0,0.9412
930,0,0.7211
702,0,0.5574
993,0,0.0167
293,0,0.2482
989,1,0.2646
936,0,0.7079
147,0,0.4765
921,0,0.7609
461,0,0.9075
459,0,0.1099
370,0,0.8336
524,0,0.7256
622,0,0.9831
821,0,0.3718
778,0,0.2094
760,0,0.7401
471,0,0.1096
616,0,0.3464
189,0,0.9333
400,0,0.955
220,0,0.3101
887,0,0.6048
481,0,0.7347
577,0,0.1207
163,0,0.0427
540,0,0.8316
164,0,0.6506
836,0,0.4617
180,0,0.9664
603,0,0.4665
389,0,0.9127
406,0,0.7053
889,0,0.9566
537,1,0.5832
428,0,0.8035
669,0,0.3178
100,0,0.3938
527,0,0.1966
214,0,0.3896
161,0,0.0371
685,0,0.0326
998,0,0.5023
890,0,0.4143
717,0,0.4816
985,0,0.6084
246,0,0.4768
492,1,0.7414
949,0,0.6092
759,1,0.4046
378,0,0.5466
761,0,0.4889
620,0,0.7576
105,0,0.5651
543,0,0.4644
634,0,0.4303
1,0,0.5217
155,0,0.6382
232,0,0.0569
520,0,0.7641
331,0,0.3983
356,0,0.766
112,0,0.0542
870,0,0.041
595,0,0.2825
825,1,0.4921
689,0,0.0522
719,0,0.9374
340,0,0.7731
566,0,0.1267
946,0,0.251
22,0,0.5813
35,0,0.8455
229,0,0.7009
312,0,0.5525
458,0,0.0406
14,0,0.7142
211,0,0.6539
264,0,0.1141
43,0,0.6412
664,0,0.9679
926,0,0.2706
68,0,0.0371
118,0,0.3403
789,0,0.6809
367,0,0.7309
909,0,0.8083
927,0,0.3069
570,0,0.2685
196,0,0.3086
840,0,0.1319
849,0,0.6628
424,0,0.0307
747,0,0.4608
776,0,0.8878
740,0,0.7088
693,0,0.7449
997,0,0.9451
715,0,0.8062
273,0,0.4867
103,0,0.5313
769,0,0.7107
933,0,0.1895
27,0,0.4419
493,0,0.5099
593,0,0.8985
395,0,0.7222
78,0,0.255
681,0,0.8682
708,1,0.7477
434,0,0.5084
455,0,0.4271
488,0,0.2332
437,0,0.7525
795,0,0.3263
959,0,0.7042
831,0,0.0811
18,0,0.5703
258,0,0.3605
633,0,0.204
305,0,0.7969
738,0,0.6019
680,0,0.8254
401,0,0.6668
418,0,0.3016
868,0,0.9458
745,0,0.7129
749,0,0.6727
350,0,0.1048
873,0,0.3566
866,0,0.4313
390,0,0.9414
808,0,0.6324
474,0,0.7
728,0,0.4243
565,0,0.4909
679,0,0.1975
115,0,0.6016
859,0,0.3447
641,0,0.212
137,0,0.6046
85,0,0.9809
800,0,0.1362
326,0,0.7555
243,0,0.121
402,0,0.0931
979,0,0.3029
841,0,0.0435
473,0,0.1921
373,0,0.0271
722,0,0.5093
21,0,0.9912
343,0,0.8376
678,0,0.7248
270,0,0.8974
269,0,0.4474
739,0,0.2196
279,0,0.6226
110,0,0.3603
53,0,0.5146
950,0,0.0278
902,0,0.2278
915,0,0.4218
302,0,0.8083
173,0,0.3695
526,0,0.2558
701,0,0.4927
697,0,0.0977
665,0,0.8768
547,0,0.5641
635,0,0.7944
812,0,0.3129
24,0,0.0747
449,0,0.0139
178,0,0.1271
781,0,0.9403
671,0,0.7041
386,0,0.0513
324,0,0.1828
521,0,0.0748
0,0,0.9713
847,0,0.5194
306,0,0.238
413,0,0.6735
572,0,0.4568
612,0,0.15
391,0,0.2578
42,0,0.5963
185,0,0.844
644,0,0.5689
494,0,0.3614
581,0,0.9857
987,0,0.603
257,0,0.821
354,0,0.7571
248,0,0.6551
630,0,0.2814
160,0,0.3505
81,0,0.6262
893,0,0.8817
55,0,0.7713
286,0,0.941
132,0,0.8331
833,0,0.2465
758,0,0.6996
919,0,0.3633
131,0,0.4672
531,0,0.7208
351,0,0.1833
495,0,0.6515
676,0,0.311
166,0,0.0503
52,0,0.7413
534,0,0.8919
502,0,0.4457
713,0,0.5988
999,0,0.5856
945,0,0.3994
571,0,0.3513
658,0,0.3226
491,0,0.8604
463,0,0.968
50,0,0.9071
770,0,0.581
785,0,0.0233
416,0,0.5236
516,0,0.2096
353,0,0.251
217,0,0.0156
882,0,0.981
360,0,0.0262
403,1,0.3239
422,1,0.6752
602,0,0.1543
63,1,0.9824
28,1,0.6088
235,0,0.5193
718,0,0.8468
375,0,0.9445
692,0,0.6249
695,0,0.7182
89,0,0.0958
544,0,0.1582
188,0,0.3464
154,0,0.9737
106,1,0.377
791,0,0.0456
597,1,0.0862
307,0,0.0787
266,0,0.6186
295,0,0.0406
480,1,0.5379
803,0,0.7016
861,1,0.0296
931,0,0.9152
272,1,0.1767
123,0,0.643
558,0,0.3958
853,0,0.5322
436,0,0.9501
371,0,0.3535
513,0,0.5577
845,0,0.2807
744,0,0.0918
102,1,0.463
210,0,0.6725
124,0,0.4319
567,1,0.0645
150,1,0.6263
240,1,0.4713
104,0,0.5445
555,0,0.2149
643,0,0.0143
263,1,0.7091
844,1,0.1437
729,1,0.5753
638,1,0.6835
133,0,0.4607
830,0,0.4137
2,0,0.4251
538,0,0.1635
254,0,0.9439
327,0,0.2766
878,1,0.8939
296,0,0.3937
262,1,0.6977
284,0,0.6201
505,1,0.6568
561,1,0.561
522,0,0.39
7,0,0.6336
606,0,0.0727
755,1,0.6774
992,0,0.3741
888,1,0.1691
94,0,0.2423
799,0,0.2121
71,1,0.3172
15,0,0.0597
426,0,0.0096
261,0,0.9877
875,0,0.9797
487,1,0.7986
629,1,0.7607
733,1,0.882
967,0,0.6981
623,0,0.7995
970,0,0.9411
607,1,0.4702
247,0,0.7573
802,0,0.5578
181,1,0.8428
377,0,0.8849
957,0,0.4662
341,1,0.9502
748,1,0.6249
846,0,0.8462
440,0,0.7158
120,1,0.6779
851,0,0.4856
197,1,0.8437
145,1,0.6075
569,0,0.9655
856,1,0.5305
65,0,0.5869
167,0,0.8075
737,0,0.9648
958,1,0.7841
820,0,0.7992
892,1,0.9638
834,0,0.7386
362,1,0.8036
369,0,0.6757
940,0,0.3194
529,0,0.5418
962,1,0.5557
589,0,0.9099
172,0,0.6145
615,0,0.3526
674,0,0.4077
113,0,0.7905
423,1,0.8892
198,0,0.6407
194,0,0.8325
585,0,0.3985
170,1,0.365
486,0,0.2892
843,1,0.0572
381,1,0.3692
824,1,0.2287
445,0,0.8743
342,1,0.0787
576,1,0.4629
46,0,0.0644
34,0,0.6423
774,0,0.1605
514,0,0.2042
321,0,0.9637
880,0,0.4779
741,1,0.0812
277,0,0.2823
175,0,0.0083
981,1,0.0321
842,0,0.0698
125,0,0.3573
968,1,0.0937
489,0,0.5191
255,1,0.0498
182,1,0.4933
891,0,0.3461
599,1,0.2664
613,1,0.2724
707,0,0.1221
705,1,0.1848
274,1,0.8026
432,0,0.1073
140,0,0.3273
709,0,0.3095
62,1,0.9546
951,1,0.8599
241,1,0.4661
450,1,0.2263
807,0,0.7068
462,1,0.2822
904,0,0.7373
944,0,0.5604
202,0,0.8461
860,0,0.8223
810,0,0.78
346,1,0.0377
291,1,0.5811
376,1,0.5634
767,1,0.4503
815,0,0.2221
301,0,0.0133
731,1,0.0588
319,0,0.2723
519,0,0.5953
651,0,0.388
427,0,0.0467
184,0,0.0596
637,1,0.2513
435,0,0.3389
848,0,0.3232
625,0,0.126
898,0,0.6679
29,1,0.5533
504,1,0.6259
772,0,0.3001
83,0,0.8368
896,0,0.5507
466,0,0.451
743,0,0.0313
412,0,0.8301
973,0,0.9247
663,0,0.7887
357,1,0.9667
158,0,0.8778
647,0,0.6546
994,1,0.8253
469,0,0.4988
477,1,0.1926
64,0,0.6926
668,0,0.7659
363,1,0.9383
703,0,0.4758
517,1,0.1038
130,1,0.5449
433,0,0.6773
736,0,0.2562
366,1,0.246
806,1,0.4968
23,0,0.6451
309,1,0.0818
218,0,0.5102
652,1,0.0957
179,0,0.9162
914,0,0.7125
582,0,0.912
256,0,0.1613
716,0,0.3103
826,1,0.587
411,0,0.8597
688,1,0.3119
823,1,0.2158
965,0,0.7425
86,0,0.4223
74,1,0.4957
786,0,0.3875
87,0,0.0509
626,0,0.5073
8,0,0.2934
553,0,0.3464
694,1,0.8637
528,0,0.0213
548,0,0.4298
204,1,0.2751
408,0,0.7059
903,0,0.0643
438,0,0.1573
300,0,0.8775
601,1,0.0876
978,0,0.2172
829,1,0.7081
550,1,0.6131
507,1,0.5044
332,0,0.7217
650,0,0.9972
239,0,0.4261
129,0,0.752
816,0,0.0608
699,1,0.5532
268,0,0.2724
77,0,0.1779
191,0,0.3592
982,0,0.8348
750,0,0.2548
518,0,0.0436
568,0,0.1738
397,1,0.1028
983,0,0.1474
857,0,0.4585
590,1,0.6882
17,1,0.007
